"month_date_yyyymm","postal_code","zip_name","nielsen_hh_rank","hotness_rank","hotness_rank_mm","hotness_rank_yy","hotness_score","supply_score","demand_score","median_days_on_market","median_days_on_market_mm","median_dom_mm_day","median_days_on_market_yy","median_dom_yy_day","median_dom_vs_us","ldpviews_per_property_mm","ldpviews_per_property_yy","ldpviews_per_property_vs_us","median_listing_price","median_listing_price_mm","median_listing_price_yy","median_listing_price_vs_us"
202008,94523,"pleasant hill, ca",2019,1305,-908,-1064,83.375276,82.27712957,84.47342332,35,0.5909,13,0.129,4,-21,-0.0091,0.5581,1.8013,748938,-0.0615,-0.0808,2.1403
202008,94115,"san francisco, ca",897,4664,-719,-3888,60.119729,82.27712957,37.96232746,35,0.0448,1.5,0.1667,5,-21,0.004,0.0678,0.8344,1699050,-0.0358,-0.2697,4.8557
202008,94566,"pleasanton, ca",1308,3398,-381,-206,67.81057,60.306566,75.31457332,47,0.0805,3.5,0.0682,3,-9,0.1802,1.5111,1.4967,1309050,0.0599,0.017,3.7411
202008,94954,"petaluma, ca",2133,1221,276,-501,84.183635,76.27545184,92.09181728,38,-0.038,-1.5,0.2258,7,-18,0.2909,1.7267,2.2185,825050,0.0261,0.2132,2.3578
202008,94559,"napa, ca",4204,6653,-558,149,49.256463,39.28925494,59.22367117,60,0.0435,2.5,0.0169,1,4,0.1146,1.2854,1.1589,869050,-0.075,0.0229,2.4836
202008,94965,"sausalito, ca",7243,6123,-3378,-2811,52.16579,45.48158316,58.84999619,56,0.6232,21.5,0.0769,4,0,0.0841,0.6132,1.1523,2625050,0.0057,0.1718,7.5021
202008,94605,"oakland, ca",1418,3452,-1189,-2120,67.436895,80.07320979,54.80057958,36,0.1613,5,0.2857,8,-20,-0.024,0.6657,1.0795,659050,0.007,0.0491,1.8834
202008,94547,"hercules, ca",5311,1071,-838,-406,85.487684,78.23533898,92.74002898,37,1.1765,20,0.0571,2,-19,0.125,1.4404,2.2649,690049,-0.041,0.0708,1.972
202008,94542,"hayward, ca",8408,750,-494,-216,88.900328,93.63989934,84.1607565,25,0.2195,4.5,-0.2424,-8,-31,-0.1191,0.9286,1.7881,1068050,-0.1785,0.268,3.0523
202008,94526,"danville, ca",2987,547,-57,274,91.19576,88.87363685,93.51788302,30,0.0714,2,-0.1892,-7,-26,0.2117,1.522,2.3311,1325050,-0.0903,-0.0011,3.7868
202008,94030,"millbrae, ca",5314,3673,-1578,-1222,66.029894,91.61137802,40.44840997,28,0.3023,6.5,-0.2432,-9,-28,-0.1603,0.4602,0.8675,1900049,-0.0226,-0.0949,5.4301
202008,94598,"walnut creek, ca",3784,982,-162,-797,86.246473,90.28445055,82.20849539,29,0.0175,0.5,0.1154,3,-27,0.0661,0.6523,1.7086,1049050,0.1342,0.0861,2.998
202008,94580,"san lorenzo, ca",4927,5620,-3933,-5108,54.823458,54.63280714,55.01410814,50,0.5152,17,1.0833,26,-6,-0.1779,0.3427,1.0861,725050,0.014,0.007,2.072
202008,94568,"dublin, ca",1043,2246,-185,-1149,75.951346,88.87363685,63.02905514,30,0.0909,2.5,0,0,-26,0.1145,0.7313,1.2252,875050,-0.0217,-0.0054,2.5007
202008,94611,"oakland, ca",894,2602,-547,-2027,73.266987,88.87363685,57.66033707,30,-0.0164,-0.5,0.3043,7,-26,-0.023,0.4424,1.1258,1150050,-0.1606,-0.0019,3.2867
202008,94558,"napa, ca",148,6059,-331,1977,52.413635,43.65896439,61.16830626,57,-0.1364,-9,-0.1493,-10,1,-0.0698,1.342,1.1921,1175050,0.2208,0.4498,3.3581
202008,94131,"san francisco, ca",2441,5629,-1090,-5078,54.781515,85.48768398,24.07534508,33,0.5,11,0.375,9,-23,0.0267,-0.1981,0.6358,1495050,-0.003,0.129,4.2726
202008,94121,"san francisco, ca",855,4127,-562,-2909,63.181576,90.28445055,36.07870053,29,0.0741,2,0.2609,6,-27,0.0083,0.2504,0.8079,1880050,0.0512,0.242,5.373
202008,94510,"benicia, ca",3618,1433,316,-403,82.349577,69.80096088,94.89819263,42,-0.1064,-5,0.1053,4,-14,0.1177,1.8287,2.4834,647050,0.0783,0.0569,1.8491
202008,94610,"oakland, ca",1626,5585,-726,-2881,54.937848,82.27712957,27.59856631,35,0.1864,5.5,0,0,-21,0.0667,0.2661,0.6887,699050,0.0607,-0.3144,1.9977
202008,94541,"hayward, ca",334,618,327,1191,90.433158,96.88095783,83.98535804,21,-0.44,-16.5,-0.2759,-8,-35,-0.1327,1.9825,1.7748,698050,-0.0014,0.0645,1.9949
202008,94518,"concord, ca",3998,807,-421,346,88.183482,87.58483947,88.78212461,31,0.1698,4.5,-0.1842,-7,-25,-0.0033,1.3968,2,685550,0.0348,-0.0896,1.9591
202008,94552,"castro valley, ca",8047,728,NULL,125,89.254938,88.87363685,89.63623885,30,-0.1892,-7,-0.1429,-5,-26,0.1277,1.4386,2.0464,1100050,-0.1193,-0.0248,3.1438
202008,94134,"san francisco, ca",3062,3004,553,-2808,70.433921,91.61137802,49.25646305,28,-0.1765,-6,0.037,1,-28,0.1029,-0.042,0.9934,999050,-0.0458,0.004,2.8551
202008,94583,"san ramon, ca",2435,433,62,1439,92.705712,95.26424159,90.14718219,23,0.1795,3.5,-0.425,-17,-33,0.2347,1.9528,2.0728,895050,0.0989,-0.1021,2.5579
202008,94040,"mountain view, ca",1859,6993,-407,-1573,47.51773,88.87363685,6.161824144,30,0.1538,4,0.0714,2,-26,0.0196,0.0551,0.3444,1685930,0.0324,-0.1514,4.8182
202008,94550,"livermore, ca",864,808,-556,-394,88.179669,80.07320979,96.28612827,36,0.3091,8.5,0.1613,5,-20,0.0691,1.7454,2.6623,959050,-0.0083,0.106,2.7408
202008,94122,"san francisco, ca",253,4077,-1174,-2617,63.555251,87.58483947,39.52566156,31,0.1481,4,-0.1389,-5,-25,-0.0652,0.1992,0.8543,1398050,0.0452,0.0938,3.9954
202008,94044,"pacifica, ca",1899,764,-450,-480,88.721116,91.61137802,85.83085488,28,0.3023,6.5,0.3333,7,-28,-0.0378,1.0741,1.8543,1068938,-0.0261,0.0172,3.0548
202008,94595,"walnut creek, ca",4345,5256,565,-4929,56.737589,72.20315717,41.27202013,41,-0.0353,-1.5,0.4643,13,-15,0.163,-0.0714,0.8742,528050,-0.0849,-0.1781,1.509
202008,94538,"fremont, ca",299,6976,393,-1388,47.60543,72.20315717,23.00770228,41,-0.0465,-2,0.4138,12,-15,0.1124,0.924,0.6225,975050,-0.0132,0.0664,2.7865
202008,94015,"daly city, ca",522,3308,-1474,-2927,68.523603,86.09776558,50.94943949,32,0.1429,4,0.2308,6,-24,-0.125,0.1542,1.0199,1150049,0.0459,0.2481,3.2867
202008,94536,"fremont, ca",142,2591,153,1384,73.354686,95.26424159,51.44513079,23,-0.098,-2.5,-0.303,-10,-33,0.1071,1.3899,1.0265,1049050,-0.035,0.0895,2.998
202008,94402,"san mateo, ca",4253,3849,3449,27,64.931747,88.87363685,40.98985739,30,-0.3617,-17,-0.3023,-13,-26,0.3401,0.6649,0.8742,1825050,0.0767,-0.0671,5.2158
202008,94596,"walnut creek, ca",4700,7035,-3061,-6061,47.311828,56.68420651,37.9394494,49,0.4627,15.5,0.5313,17,-7,0.008,0.0984,0.8344,519950,-0.0797,-0.4218,1.4859
202008,95620,"dixon, ca",6464,755,342,592,88.846946,87.58483947,90.10905209,31,-0.1842,-7,-0.2791,-12,-25,0.0868,1.2611,2.0728,718050,0.2596,0.3493,2.052
202008,94589,"vallejo, ca",4636,277,233,32,94.898193,92.89254938,96.90383589,27,-0.069,-2,0.125,3,-29,0.4074,2.0479,2.7682,420050,0.0514,0.0255,1.2003
202008,94553,"martinez, ca",700,400,118,-104,93.106078,92.89254938,93.3196065,27,-0.1563,-5,-0.1563,-5,-29,0.0608,1.0358,2.3113,698050,-0.0092,0.1469,1.9949
202008,94920,"belvedere tiburon, ca",7691,8767,-1565,1680,37.096774,32.12079616,42.07275223,67,0.1652,9.5,-0.2872,-27,11,0.0152,0.7117,0.8874,4495050,0.0645,0.1771,12.8465
202008,94116,"san francisco, ca",1506,1161,400,-555,84.744147,96.08022573,73.40806833,22,-0.102,-2.5,0,0,-34,0.2055,0.9012,1.457,1588050,0.0019,0.0658,4.5384
202008,94602,"oakland, ca",2916,1570,-106,-387,81.2133,95.26424159,67.16235797,23,0,0,-0.2813,-9,-33,0.0732,0.8333,1.3113,829050,-0.0779,0.0388,2.3692
202008,94618,"oakland, ca",6117,2885,-23,-1896,71.18127,86.09776558,56.26477541,32,0.4222,9.5,0.5238,11,-24,0.2556,0.6373,1.106,1379050,-0.015,0.2086,3.9411
202008,94061,"redwood city, ca",2178,5962,549,-4593,52.924579,87.58483947,18.26431785,31,-0.1143,-4,-0.1143,-4,-25,0.1126,-0.2202,0.5563,1625050,-0.0146,0.0251,4.6442
202008,94063,"redwood city, ca",4466,4625,2069,-2864,60.359948,96.88095783,23.83893846,21,-0.3538,-11.5,-0.2759,-8,-35,0.4884,0.0566,0.6358,1225938,-0.0497,0.0308,3.5035
202008,94533,"fairfield, ca",199,1699,-987,-2,80.179974,69.80096088,90.55898726,42,0.2174,7.5,0.1667,6,-14,0.0177,2.1122,2.0993,425050,-0.0957,-0.0292,1.2146
202008,94025,"menlo park, ca",1330,7849,-102,-2456,42.709525,72.20315717,13.21589263,41,-0.0238,-1,0.0513,2,-15,-0.0069,0.2145,0.4768,2395050,-0.1868,0.0054,6.8448
202008,94103,"san francisco, ca",1599,8412,-1273,1662,39.151987,69.80096088,8.503012278,42,0.2923,9.5,-0.3115,-19,-14,0.1132,0.1868,0.3907,900050,0.0056,-0.2583,2.5722
202008,94024,"los altos, ca",5656,7406,-2296,-1477,45.309998,65.29398307,25.32601235,44,0.2055,7.5,-0.1373,-7,-12,-0.0917,0.3916,0.6556,3998050,0.0527,0.0633,11.4261
202008,94561,"oakley, ca",2505,1401,-704,-236,82.631739,76.27545184,88.98802715,38,0.1515,5,0.027,1,-18,0.0253,1.5154,2.0132,554550,0.0073,0.0434,1.5847
202008,94702,"berkeley, ca",5841,6589,-1058,-5262,49.592008,78.23533898,20.94867689,37,-0.0976,-4,0.2333,7,-19,-0.214,-0.1051,0.596,899050,-0.0276,-0.107,2.5693
202008,94803,"el sobrante, ca",4742,1171,211,-958,84.686952,82.27712957,87.09677419,35,-0.1139,-4.5,0.1667,5,-21,0.0684,0.6541,1.9139,599938,-0.0698,-0.0309,1.7145
202008,94118,"san francisco, ca",947,5516,-1587,-4120,55.319149,78.23533898,32.4029589,37,0.2982,8.5,-0.1591,-7,-19,-0.013,-0.2028,0.755,1975050,-0.2389,-0.1403,5.6445
202008,94114,"san francisco, ca",1144,6544,-892,-4904,49.897049,82.27712957,17.51696789,35,0.2963,8,0.4,10,-21,0.0719,-0.0918,0.543,1995050,0,0.0246,5.7016
202008,94107,"san francisco, ca",1596,7392,-320,-2751,45.416762,86.09776558,4.735758408,32,0.0847,2.5,-0.2195,-9,-24,0.0455,-0.3134,0.3046,1175050,-0.0733,-0.1583,3.3581
202008,94043,"mountain view, ca",2380,7362,-631,-916,45.615039,86.09776558,5.132311447,32,0.1636,4.5,0.1852,5,-24,-0.04,0.1873,0.3179,1450050,-0.0327,0.0071,4.144
202008,94109,"san francisco, ca",14,6927,982,-3962,47.784641,82.27712957,13.29215283,35,-0.1667,-7,-0.186,-8,-21,0.0667,-0.215,0.4768,1298050,-0.0349,-0.0618,3.7096
202008,94022,"los altos, ca",6036,6438,-1119,-332,50.39274,86.09776558,14.68771448,32,0.0323,1,-0.4386,-25,-24,-0.1602,-0.0449,0.5033,3088938,-0.1044,-0.2319,8.8279
202008,94520,"concord, ca",2603,664,-556,-261,90.025166,94.41775337,85.63257836,24,0.8462,11,-0.25,-8,-32,-0.2085,0.8235,1.8477,554850,0.0042,0.1116,1.5856
202008,94028,"portola valley, ca",11414,8118,-1422,-942,41.184321,59.09402883,23.27461298,48,0.1294,5.5,-0.0769,-4,-8,-0.0052,0.5287,0.6291,3997050,-0.0694,-0.0509,11.4233
202008,94306,"palo alto, ca",3515,5012,2504,-2652,58.175093,88.87363685,27.47654999,30,-0.3103,-13.5,0.3636,8,-26,0.2455,0.3432,0.6887,2950050,0.0172,-0.0863,8.431
202008,94132,"san francisco, ca",3930,5266,-1856,NULL,56.684207,78.23533898,35.13307405,37,0.48,12,0.7619,16,-19,-0.0164,0.3548,0.7947,1200050,-0.0857,0.1325,3.4296
202008,94949,"novato, ca",6280,3130,1095,2836,69.720888,91.61137802,47.83039732,28,-0.1884,-6.5,-0.4909,-27,-28,0.2049,0.9306,0.9735,1129950,0.1477,0.008,3.2292
202008,94089,"sunnyvale, ca",5796,7902,NULL,-1454,42.423549,80.07320979,4.773888508,36,-0.122,-5,-0.0526,-2,-20,-0.2656,-0.068,0.3113,1299050,0,0.0225,3.7125
202008,94556,"moraga, ca",7528,4799,-783,-2256,59.36094,78.23533898,40.48654007,37,-0.0513,-2,-0.0513,-2,-19,-0.0709,0.4283,0.8675,1166385,-0.0023,-0.2435,3.3333
202008,94588,"pleasanton, ca",3268,1752,-163,-582,79.775795,82.27712957,77.27446046,35,0.1111,3.5,0.2069,6,-21,0.1729,1.2687,1.5497,1025050,0.0307,-0.004,2.9294
202008,94591,"vallejo, ca",691,241,120,936,95.531152,97.65881187,93.40349272,20,-0.2593,-7,-0.375,-12,-36,0.1254,2.2407,2.3179,538050,0.0297,0.0769,1.5376
202008,94066,"san bruno, ca",1471,2385,-926,-2023,74.91802,91.61137802,58.22466255,28,0.6471,11,0.4737,9,-28,-0.0337,0.3513,1.1391,1050050,-0.0446,-0.145,3.0009
202008,94010,"burlingame, ca",1126,6175,-934,-996,51.917944,69.80096088,34.03492717,42,-0.0233,-1,-0.25,-14,-14,-0.0751,0.3426,0.7748,3995050,0.0377,-0.06,11.4175
202008,94555,"fremont, ca",3397,4568,-968,1259,60.619233,73.41569435,47.8227713,40,0.1594,5.5,0.3793,11,-16,0.0809,2.1277,0.9735,1099938,0.0013,-0.000100,3.1434
202008,94111,"san francisco, ca",11163,11386,-1481,NULL,19.2557,32.12079616,6.390604743,67,0.2885,15,-0.1067,-8,11,0.0816,-0.1935,0.351,1450050,0.0507,0.6917,4.144
202008,94606,"oakland, ca",1717,4499,-78,-2157,60.928087,84.44291924,37.41325402,34,-0.2273,-10,-0.15,-6,-22,-0.1667,0.3001,0.8278,668050,-0.0233,0.0603,1.9091
202008,94601,"oakland, ca",1526,5046,924,-2,58.01876,85.48768398,30.54983604,33,-0.1646,-6.5,-0.0833,-3,-23,0.0891,0.878,0.7285,639050,0.0668,0.034,1.8262
202008,94806,"san pablo, ca",573,893,-522,-666,87.325555,87.58483947,87.06627011,31,0.4091,9,0.24,6,-25,0.0303,0.9471,1.9139,499050,-0.0567,0.0617,1.4261
202008,94303,"palo alto, ca",2385,9402,-1754,-4766,33.21513,56.68420651,9.746053535,49,0.225,9,0.3243,12,-7,-0.0667,-0.0045,0.4172,1788050,-0.0061,0.4925,5.11
202008,94544,"hayward, ca",242,1301,1467,744,83.398155,93.63989934,73.15640967,25,-0.4382,-19.5,-0.2424,-8,-31,0.0554,1.4411,1.4503,689050,-0.015,0.0012,1.9691
202008,94609,"oakland, ca",4363,5100,-478,-1365,57.721345,84.44291924,30.99977122,34,0.0968,3,0.4783,11,-22,0.0521,0.7945,0.7351,989050,0,0.2055,2.8265
202008,94705,"berkeley, ca",7574,4276,-1163,-3913,62.270266,61.23694044,63.30359186,46,0.1084,4.5,0.6429,18,-10,0.0538,0.3381,1.2318,2250050,0.0227,0.2841,6.4304
202008,94062,"redwood city, ca",4032,9039,-2987,-2016,35.476245,45.48158316,25.47090673,56,0.2874,12.5,-0.0968,-6,0,-0.1161,0.2716,0.6556,2795050,0.0754,-0.0839,7.988
202008,94117,"san francisco, ca",745,6185,-758,-5887,51.853123,87.58483947,16.12140624,31,0.1071,3,0.6316,12,-25,-0.0539,-0.4067,0.5232,1598050,-0.0583,0.1316,4.567
202008,94002,"belmont, ca",3452,5076,-1603,-1345,57.82811,78.23533898,37.42088004,37,0.451,11.5,0.3214,9,-19,0.0288,0.9619,0.8278,1688050,-0.0751,-0.0182,4.8242
202008,94086,"sunnyvale, ca",635,6223,296,-564,51.662472,93.63989934,9.685045375,25,-0.1379,-4,-0.0741,-2,-31,0.05,0.3445,0.4172,1388938,-0.0657,-0.0463,3.9694
202008,94123,"san francisco, ca",1726,4669,-443,-3664,60.104476,82.27712957,37.93182338,35,0.5909,13,0.1667,5,-21,0.2475,0.144,0.8344,1995050,-0.0911,-0.1154,5.7016
202008,94619,"oakland, ca",4588,2682,-158,-2121,72.824678,88.87363685,56.77571875,30,0.1765,4.5,0.3636,8,-26,0.1429,0.4289,1.1126,875050,0.0192,0.3051,2.5007
202008,94801,"richmond, ca",4554,5624,-2137,416,54.808206,65.29398307,44.32242812,44,0.2055,7.5,-0.1373,-7,-12,-0.0479,0.9817,0.9205,499050,-0.032,-0.0618,1.4261
202008,94546,"castro valley, ca",1110,1716,-843,-1086,80.03508,76.27545184,83.79470754,38,0.1343,4.5,0.0857,3,-18,-0.0093,0.8671,1.7682,850588,-0.0011,0.0406,2.4308
202008,94124,"san francisco, ca",4053,5192,786,750,57.122703,72.20315717,42.04224815,41,-0.1881,-9.5,-0.3492,-22,-15,-0.0219,0.4543,0.8874,850050,-0.0529,-0.0478,2.4293
202008,95035,"milpitas, ca",447,4587,-80,1997,60.527721,96.08022573,24.97521544,22,-0.0435,-1,-0.3714,-13,-34,0.0262,1.1572,0.649,999050,-0.0472,-0.019,2.8551
202008,94530,"el cerrito, ca",3965,2412,67,-1668,74.712118,94.41775337,55.00648212,24,-0.1273,-3.5,0.0435,1,-32,0.0825,0.4756,1.0861,979050,-0.0185,0.1044,2.7979
202008,94112,"san francisco, ca",275,1825,-750,-1189,79.154274,93.63989934,64.66864943,25,0.087,2,0.0417,1,-31,-0.0709,0.6319,1.2583,1149050,0.0503,0.0532,3.2838
202008,94571,"rio vista, ca",9366,9567,1430,-4139,31.933959,48.67688553,15.1910318,54,-0.2059,-14,0.4595,17,-2,0.252,0.3611,0.5099,418950,-0.0013,-0.0191,1.1972
202008,94603,"oakland, ca",4769,5646,2165,-5157,54.67475,69.80096088,39.54853962,42,-0.3115,-19,0.8261,19,-14,0.0118,0.0537,0.8543,525050,0.051,0.0986,1.5004
202008,94590,"vallejo, ca",2012,1851,-777,-537,78.917868,78.23533898,79.60039655,37,0.2982,8.5,0.0571,2,-19,0.1213,1.2418,1.6225,398938,-0.0318,-0.022,1.14
202008,94014,"daly city, ca",2006,3225,57,-2199,69.087928,97.65881187,40.51704415,20,-0.2727,-7.5,-0.0476,-1,-36,0.0195,0.297,0.8675,998050,0,0.0587,2.8522
202008,94549,"lafayette, ca",3882,1155,688,647,84.782277,86.09776558,83.46678868,32,-0.2558,-11,-0.3043,-14,-24,0.0291,0.984,1.755,1808050,0.0047,0.0617,5.1672
202008,94108,"san francisco, ca",6085,10436,-3042,NULL,26.130557,45.48158316,6.779531762,56,0.6,21,-0.4667,-49,0,-0.0182,-0.0182,0.3576,965050,0.1366,-0.3082,2.7579
202008,94901,"san rafael, ca",1473,4199,-914,-1741,62.689697,67.4445207,57.93487379,43,0.0238,1,0.4333,13,-13,-0.0116,1.1261,1.1325,1439050,-0.0042,0.1097,4.1126
202008,94506,"danville, ca",5208,2686,-673,289,72.809426,61.23694044,84.38191108,46,0.1358,5.5,-0.098,-5,-10,0.2152,1.4043,1.7947,1849050,-0.0136,0.0923,5.2844
202008,94560,"newark, ca",2251,4585,-137,2359,60.535347,87.58483947,33.48585373,31,0.2917,7,-0.2791,-12,-25,0.1837,1.2431,0.7682,948050,-0.0146,0.0868,2.7093
202008,94501,"alameda, ca",106,1174,-472,-919,84.664074,91.61137802,77.71676962,28,0.1667,4,0.0769,2,-28,-0.0146,0.6356,1.5629,974612,0.0541,-0.0166,2.7853
202008,94513,"brentwood, ca",584,2524,-188,-28,73.861817,61.23694044,86.4866926,46,-0.0316,-1.5,0,0,-10,0.0927,1.5997,1.8742,705550,0.0104,0.0769,2.0163
202008,94027,"atherton, ca",11737,7749,-1930,-967,43.315793,43.65896439,42.97262259,57,0.3103,13.5,-0.3736,-34,1,0.1574,-0.0721,0.9007,7450050,0.0844,-0.1608,21.2918
202008,94507,"alamo, ca",7738,1257,1787,4660,83.840464,82.27712957,85.40379776,35,-0.2784,-13.5,-0.527,-39,-21,0.2677,1.2732,1.8344,2775050,0.3065,0.3991,7.9308
202008,94612,"oakland, ca",4341,6609,-2075,NULL,49.473805,84.44291924,14.50469,34,0.619,13,0.0303,1,-22,-0.1828,0.1466,0.5033,849050,0.1646,0.1533,2.4264
202008,94904,"greenbrae, ca",7665,4417,1772,2406,61.465721,67.4445207,55.48692138,43,-0.0444,-2,-0.2712,-16,-13,0.441,1.1589,1.0927,1825050,-0.1194,-0.2097,5.2158
202008,94945,"novato, ca",6599,7306,-1860,-3325,45.920079,39.28925494,52.55090368,60,0.3043,14,0.5385,21,4,0.188,1.1815,1.0464,895566,-0.1471,-0.1188,2.5593
202008,94085,"sunnyvale, ca",5338,8143,-1315,1882,41.039427,80.07320979,2.005643255,36,0.4118,10.5,-0.1818,-8,-20,-0.1951,0.5197,0.2185,1359050,-0.0219,-0.0281,3.884
202008,94519,"concord, ca",6594,1558,-1335,-1521,81.308625,72.20315717,90.41409288,41,1,20.5,1.5625,25,-15,-0.0063,0.6313,2.0927,630000,-0.0118,0.0219,1.8004
202008,94903,"san rafael, ca",2806,4326,-631,563,61.949973,78.23533898,45.66460764,37,0.0137,0.5,-0.3393,-19,-19,0.0107,0.5654,0.9404,799050,-0.0655,-0.1015,2.2835
202008,94403,"san mateo, ca",1267,4503,-604,-415,60.912835,96.88095783,24.94471136,21,-0.2632,-7.5,-0.5116,-22,-35,-0.1552,0.2775,0.649,1390050,-0.0696,-0.0439,3.9726
202008,94087,"sunnyvale, ca",480,5781,-302,795,53.957904,94.41775337,13.49805536,24,0.2,4,-0.3514,-13,-32,0,0.5163,0.4834,1980050,0.0329,0.098,5.6588
202008,94941,"mill valley, ca",2410,2422,85,1496,74.612979,82.27712957,66.94882941,35,-0.0411,-1.5,-0.3269,-17,-21,0.113,1.025,1.3046,1950050,-0.071,-0.025,5.573
202008,94521,"concord, ca",1439,932,-595,-285,86.921376,86.09776558,87.74498589,32,0.4222,9.5,0,0,-24,0.0138,1.2394,1.947,694050,-0.0287,0.1142,1.9834
202008,94565,"pittsburg, ca",75,1346,-143,571,83.032106,84.44291924,81.62129185,34,0.0625,2,-0.1707,-7,-22,0.1333,1.3992,1.6887,510050,0.0681,0.0769,1.4576
202008,94404,"san mateo, ca",1751,5996,188,-3903,52.768245,91.61137802,13.92511248,28,-0.0508,-1.5,-0.1515,-5,-28,0.0571,-0.1672,0.4901,1295050,-0.0099,0.0447,3.7011
202008,94102,"san francisco, ca",826,6515,-123,NULL,50.026691,90.28445055,9.768931595,29,-0.0938,-3,-0.5857,-41,-27,-0.1064,0.0328,0.4172,749050,-0.0888,-0.0709,2.1406
202008,94509,"antioch, ca",384,1092,96,-85,85.319912,80.07320979,90.56661328,36,-0.122,-5,0.2414,7,-20,-0.0246,1.9313,2.0993,430049,-0.0132,0.0118,1.2289
202008,94065,"redwood city, ca",8051,5510,-2180,-2396,55.361092,88.87363685,21.84854724,30,0.4634,9.5,0.3636,8,-26,-0.2301,0.3586,0.6093,1350050,0.0605,-0.0447,3.8582
202008,94301,"palo alto, ca",5849,8308,-285,-1139,39.865019,59.09402883,20.63601007,48,-0.0588,-3,-0.1579,-9,-8,-0.0632,0.2845,0.5894,4188050,-0.1618,-0.1646,11.9691
202008,94607,"oakland, ca",3432,7667,-904,-3437,43.86868,78.23533898,9.502020895,37,0.1563,5,0.0278,1,-19,0.0081,-0.0586,0.4106,699050,-0.0674,0.0433,1.9977
202008,94608,"emeryville, ca",1753,5889,478,-2431,53.328758,85.48768398,21.16983146,33,-0.1429,-5.5,-0.0833,-3,-23,0.0169,0.2257,0.596,649050,-0.0715,-0.0535,1.8548
202008,94621,"oakland, ca",4713,6083,-3508,-3436,52.31831,54.63280714,50.00381301,50,0.4286,15,0.1111,5,-6,-0.0952,0.486,1.0066,475050,0.044,-0.0103,1.3575
202008,94960,"san anselmo, ca",6638,1465,-551,3593,82.082666,86.09776558,78.06756654,32,0.1429,4,-0.4286,-24,-24,0.0303,1.6785,1.5762,1399050,-0.0642,-0.2125,3.9983
202008,94531,"antioch, ca",2632,451,374,1152,92.442614,93.63989934,91.24532906,25,-0.2958,-10.5,-0.3421,-13,-31,0.0726,1.9661,2.1523,575050,0.037,0.1007,1.6433
202008,94105,"san francisco, ca",7926,9954,-1267,1249,29.466941,56.68420651,2.249675894,49,0.1951,8,-0.2222,-14,-7,0.0149,-0.1905,0.2252,1600050,-0.0582,-0.1268,4.5727
202008,94587,"union city, ca",338,2253,-278,763,75.890338,82.27712957,69.5035461,35,0.1667,5,0.129,4,-21,0.1671,1.7892,1.3642,824950,-0.0352,-0.0397,2.3575
202008,94110,"san francisco, ca",57,7006,-564,-3428,47.44147,86.09776558,8.785175017,32,0.0847,2.5,-0.1795,-7,-24,-0.04,-0.2193,0.3974,1395050,-0.0669,-0.0669,3.9869
202008,94127,"san francisco, ca",6150,3861,-635,-3131,64.874552,85.48768398,44.26141996,33,0.32,8,0,0,-23,0.0988,0.0994,0.9205,1970050,0.0186,0.1377,5.6302
202008,94947,"novato, ca",4513,2483,-892,334,74.220239,76.27545184,72.16502707,38,0.2258,7,0.0556,2,-18,0.0886,1.6128,1.4238,725050,-0.0327,-0.0913,2.072
202008,94577,"san leandro, ca",943,803,3,-608,88.255929,90.28445055,86.22740792,29,0.2083,5,0.2083,5,-27,0.2341,0.8623,1.8675,699050,-0.0451,-0.0105,1.9977
202008,94708,"berkeley, ca",8358,1201,446,-1024,84.359033,93.63989934,75.0781667,25,-0.2188,-7,-0.0385,-1,-31,0.1414,0.4227,1.4967,1598050,0.000900,0.3449,4.567
202008,94563,"orinda, ca",6671,3463,-826,414,67.372074,74.36132083,60.3828262,39,0.0263,1,-0.35,-21,-17,0,0.4208,1.1788,2340050,-0.0167,0.1933,6.6876
202008,94019,"half moon bay, ca",6301,2287,4748,2009,75.638679,82.27712957,69.00022878,35,-0.4656,-30.5,-0.3966,-23,-21,0.3119,0.9245,1.351,1500000,-0.0764,0.0919,4.2868
202008,94401,"san mateo, ca",2464,6303,-2092,-4397,51.193472,82.27712957,20.10981469,35,0.3208,8.5,0.0606,2,-21,-0.1737,-0.042,0.5828,1198050,-0.0058,0.172,3.4238
202008,94080,"south san francisco, ca",336,2196,-720,-1508,76.264013,93.63989934,58.88812629,25,0.1111,2.5,0.1364,3,-31,-0.0492,0.5437,1.1523,998050,-0.0477,0.0104,2.8522
202008,95476,"sonoma, ca",1674,4775,-1190,2496,59.498208,60.306566,58.68984977,47,0.0805,3.5,-0.2167,-13,-9,0.0147,1.3515,1.1457,1195050,0,-0.0742,3.4153
202008,94539,"fremont, ca",1236,6460,-127,800,50.305041,84.44291924,16.16716236,34,0.0794,2.5,0.0968,3,-22,0.1206,1.1772,0.5232,1398050,-0.0141,-0.1341,3.9954
202008,94070,"san carlos, ca",3028,4998,-134,-2688,58.266606,94.41775337,22.11545794,24,0,0,-0.1724,-5,-32,0.0337,0.1239,0.6093,1798050,-0.0524,0.0312,5.1386
202008,94804,"richmond, ca",1901,2033,-363,1271,77.468924,95.26424159,59.67360634,23,0,0,-0.425,-17,-33,0.0057,1.1844,1.1656,559050,0.0597,0.1311,1.5976
202008,94578,"san leandro, ca",1838,2443,-719,-1397,74.483337,63.34934798,85.61732632,45,0.2,7.5,0.3235,11,-11,0.2624,1.4382,1.8477,699050,0.0175,0.05,1.9977
