"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97717,375,94509,"Zip","CA","CA","Antioch","San Francisco-Oakland-Hayward","Contra Costa County",74470,74066,73981,73760,73722,73563,73389,73380,73505,73636,73806,74010,74179,74477,74484,74661,74653,74862,75026,75226,75556,76004,76534,76968,77196,77558,78231,78885,79616,80445,81551,82347,82695,83069,83332,83825,84936,86258,87573,88301,88998,89644,90297,91021,91983,92799,93782,94858,95900,96833,97543,98495,99548,100642,101720,103080,104578,106040,107495,108959,110485,111762,113019,114393,115675,116761,117820,118687,119554,120640,122014,123428,124588,125912,127531,129222,130992,132966,134880,136515,137864,139083,140680,142250,143995,145149,146164,147086,148632,150252,152150,154704,157813,161333,163524,165700,167614,171020,174643,178685,182420,186300,190104,193783,197352,200866,205059,209155,213245,217115,221271,225856,230222,234693,239048,242727,246304,249089,250819,252077,253812,255570,256636,256320,255864,254696,253097,251128,248444,246182,246148,247319,247867,246310,244067,242110,239211,236120,232336,227786,222632,217595,213307,208781,204593,200626,196846,192193,188157,182937,177924,173786,172188,171051,167482,162065,155889,150524,146353,142820,140509,140488,142143,143761,142332,140618,139484,140529,142370,144801,145992,147279,146029,144269,142306,142670,146153,147661,149619,150580,152320,154028,155725,158225,161983,165459,167101,167357,165913,166479,167156,169154,170864,172220,175054,177675,180092,181692,185408,188465,192177,196013,199043,199348,198862,199258,200970,201991,204017,206056,206327,207410,207160,208032,209179,213236,218051,220751,220599,219695,220440,223243,226050,225012,225568,226645,231607,234699,235012,234864,234801,236451,235921,233073,232355,235463,240057,241305,236673,232297,231246,234021,237525,240626,243413,248043,249503,250609,248746,250090,253502,256467,257845,257920,260156,264260,268635,271998,276070,280857,286020,289333,293391,299861,308390,315958,320553,321031,322551,324467,328164,328317,328541,328222,329334,329780,330500,329783,328000,327863,330588,333697,332868,331584,331045,333464,333678,333187,331749,332241,334652,337510,337695,337617,339723,343906
97576,391,94122,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",295888,295118,294795,294104,293549,293137,292524,292982,293636,295390,297275,299534,302048,304649,307468,310372,313839,317767,322562,326559,330586,333528,336995,340826,345069,349957,354272,358621,362967,367355,371855,375901,380355,384407,387678,389912,391828,394125,396973,399801,402346,404781,407461,410806,414787,420116,426902,434569,442184,448865,455889,464201,473800,484280,494450,504777,513972,523811,534171,546699,558747,569947,577036,582470,584947,587082,587276,587432,588722,587990,586255,581093,579072,577300,580053,582704,590156,598085,607598,616459,622104,627517,630876,635892,637716,641883,645580,650146,648474,646441,647186,651300,656060,660298,667301,676040,688981,700052,710317,718931,730826,743449,754536,763352,775437,789768,804035,816058,824809,838195,848397,859397,867398,874786,881375,884741,889587,894110,895303,895718,893786,886965,880643,875543,877079,879225,879892,880440,877397,872579,869645,869345,871256,877371,884433,894070,896197,898441,898998,902274,904735,905585,907373,902328,898311,888405,885354,879377,878287,868878,858626,850029,845623,842769,836638,829526,821529,811601,801750,790355,781418,778794,781292,775503,766434,760816,761139,770366,776734,787361,787201,788240,785484,785286,779084,779322,778817,776097,768478,754942,745905,736082,732507,729494,725275,717033,711713,709280,709399,709753,710673,713393,711657,714151,717516,721415,724916,730485,742095,752645,765069,776844,787556,799038,817259,825296,834804,842952,862306,884431,899102,913050,918338,922426,925968,933654,940371,957169,971539,987730,994452,994933,995971,992668,995354,1002263,1020444,1033820,1042343,1054059,1068866,1086254,1095034,1110995,1132143,1159197,1185927,1207682,1214151,1223401,1238476,1247111,1248570,1238595,1241575,1238577,1233080,1224934,1223888,1228379,1242476,1252891,1257426,1253010,1250273,1260327,1275775,1288384,1303278,1319058,1339467,1350480,1364249,1372028,1382978,1399273,1426225,1448534,1460367,1481678,1496286,1508538,1502705,1499967,1491150,1480359,1478313,1476652,1473907,1466511,1475481,1481681,1490406,1480520,1476734,1475685,1482753,1493864,1497084,1499133,1496519,1497216,1489131,1479520,1470501,1476284
97748,442,94541,"Zip","CA","CA","Hayward","San Francisco-Oakland-Hayward","Alameda County",171140,170673,170348,169863,169565,169183,168911,168720,168852,169158,169489,169815,169854,170100,170746,171412,172408,173290,174462,175548,176506,177352,178330,179785,181381,183216,184561,186273,187368,189030,190749,192525,194351,195237,196562,197157,198906,200280,201758,202474,203187,204752,205241,206891,207998,212322,215805,220079,223746,227928,231751,235732,240905,245101,250280,253981,259527,263629,268116,272998,276862,280883,285923,291600,296820,300365,304045,307655,310606,312449,314466,315383,316826,318163,319764,322186,324700,329105,332854,337151,340613,344025,346600,349116,351344,354136,356127,357902,358342,359092,360487,362491,364460,367707,372595,377881,383761,388274,394398,399690,406950,413750,421493,428334,436557,443266,450896,458563,466967,475328,482409,491073,499584,508061,514027,519995,525502,532598,536717,540757,541129,544727,546642,548034,547301,547200,547524,549252,549252,550317,548961,547921,546338,541024,538051,535386,533565,529504,527220,524235,521222,512197,506149,496555,490968,481603,471096,458092,446720,433120,419073,404493,391607,379388,365741,356105,346612,343292,339640,336153,329594,327929,325140,322094,317604,317060,319908,322159,324100,323722,323412,323000,324861,324541,323321,322101,321372,320885,318309,314828,311417,307832,305267,302047,297805,292502,290834,289789,291126,288657,285820,282733,280073,278847,278112,279469,282002,286089,288405,292058,294582,300268,306745,314245,322416,329500,337271,345499,355968,368359,380178,388950,395405,401550,409925,419050,426212,432577,436336,439117,439491,437614,437605,439847,444040,447885,450805,453384,455774,458866,464744,470922,475761,480456,485375,491923,500140,505783,509396,512935,519065,526221,528634,531600,535600,540120,542106,543340,542651,546857,550026,553370,554502,556981,563001,566612,569706,574206,581237,586957,594395,600306,609075,618833,628451,634951,639241,646193,655208,661013,664629,665493,666177,664972,663926,657559,650666,646598,645208,646709,649421,653154,653359,650917,649608,650815,651840,656179,661469,666002,669382,670046,669181,669090,672699,680353
97745,443,94538,"Zip","CA","CA","Fremont","San Francisco-Oakland-Hayward","Alameda County",181440,180997,180835,180590,180716,180733,180904,181330,182172,183218,184363,185502,186378,187479,188786,190319,192098,193914,196087,197878,199623,201176,202954,205162,207545,210101,212533,215125,216930,219212,221471,223961,226250,227790,229470,230536,232582,234661,236653,237935,238852,240687,241127,242851,243696,247791,251094,255397,259575,264149,268162,272262,278746,284007,290864,295732,303692,309763,316743,323578,329107,334299,340894,347752,352851,355387,357385,359455,360104,359817,358961,356953,354963,353240,351812,352267,353440,357606,361208,365273,368079,370934,373285,375725,378129,381223,383223,384412,383778,383392,383693,384769,386098,388512,392565,397166,402372,406344,412231,417365,424325,430505,437728,444462,452776,460200,468855,477738,487276,496308,503941,513190,523021,532455,539294,545804,551663,558634,561620,564389,563790,566966,568793,569638,568118,567201,567021,567431,566436,566802,566241,566390,565832,561527,558581,556351,554996,551231,549347,546852,545644,538258,533802,525726,522679,516731,510183,501414,494530,487693,480719,473488,465750,458223,447720,440945,433324,432702,432540,432304,427411,426736,423560,422457,419564,422536,429043,434854,439939,440520,440660,441094,445679,447232,447719,445875,445020,442945,439361,435230,431877,429009,426557,422198,414724,406923,405796,404832,406438,403238,400439,396872,393506,392556,392253,394813,400591,408553,412392,418409,423540,433446,443767,455116,468087,478572,491860,506181,523682,540226,554420,564409,571815,580191,590703,604012,613293,622295,625672,628060,625891,623949,626115,631893,640416,647281,653998,657566,661546,666007,674967,684366,692896,700656,708257,716968,726902,733881,737032,741926,750532,761922,766453,770563,775224,780678,784291,787145,786883,791791,796905,802479,804861,808017,815614,819936,823256,829271,836592,845279,857917,871490,886385,902004,917365,928619,938648,955641,978355,996842,1015899,1025289,1029762,1024099,1021093,1010292,996654,985735,978095,973221,969341,964015,954168,941874,935917,935666,934156,937234,942935,948497,952248,952048,949353,949944,954481,965659
97721,454,94513,"Zip","CA","CA","Brentwood","San Francisco-Oakland-Hayward","Contra Costa County",179809,178968,178874,177922,177129,176390,176078,176897,177474,180004,181286,182254,183138,185027,186984,188200,189237,190790,191839,192534,193291,191875,192584,194067,194842,194196,192717,193739,194928,195807,197215,197238,198595,199602,201181,203126,206594,211259,215680,219842,224952,229529,233679,236976,238923,240174,239659,238342,238200,238716,240258,240934,241240,241913,242656,244900,249256,254337,259427,264207,267908,271984,274933,278148,280193,282342,284752,286675,286778,285744,286476,288883,291503,293237,295222,297749,299817,302076,304315,306607,308764,311679,315059,318346,321478,323293,325155,326985,330930,334865,338567,343023,348198,354623,358383,362288,366097,373254,381021,389126,396023,403997,413887,424199,434281,442887,453950,464513,474897,484347,494300,504821,515213,524904,533237,540652,548079,555531,560526,563723,566422,566949,566197,564139,562946,561074,556987,552221,546257,540637,536047,533008,530386,525529,517293,509446,500413,492582,483714,474264,464888,455202,446232,436281,425107,416933,413847,409932,402330,389414,376447,365368,356188,348054,339594,330371,323668,319144,312742,305064,299701,298283,301160,305296,310267,313146,313781,314985,315195,309683,304801,301129,301864,302963,302828,301854,299195,296106,293853,292512,290574,293293,295585,301804,304349,307644,306267,303675,299155,299797,303206,309448,318049,324378,330254,330696,331191,328971,332213,335923,343631,349420,355488,358249,357346,359261,365652,375864,388720,400633,410684,420931,430116,438521,444266,449782,456714,462386,462855,462806,461098,465762,472356,476754,479520,480390,485686,493669,503007,511166,519021,525444,530027,532458,533901,539556,545843,553859,558411,560694,563670,564602,569227,573935,580809,586402,588498,591393,593263,597090,600355,604147,607249,613621,618625,624167,627287,628572,631557,635418,641232,644600,648218,651989,657997,663951,667721,668079,671983,678839,685915,685458,686443,686650,686503,683960,683582,682624,681747,681493,685032,687432,686100,682454,677702,676867,677601,680049,680216,680698,682871,686650,686915,687646,691466,701204
97792,503,94587,"Zip","CA","CA","Union City","San Francisco-Oakland-Hayward","Alameda County",195498,194850,194632,194145,194010,193703,193367,193314,193586,194383,195193,196145,196824,197894,199063,200620,202409,204299,206657,208676,210670,211919,213587,215677,218016,220284,222203,224133,225535,227460,229792,232201,234787,236691,238809,239930,242148,244509,247113,248800,250030,252470,253396,255930,257265,262291,266047,270930,275310,280176,284341,288840,295784,301026,307784,312039,319904,326109,333597,341358,347335,352883,359615,367178,373259,376993,379995,383372,384861,384806,384306,382015,380554,379164,378847,379679,380839,384701,388153,392335,395502,398898,401251,403959,406237,409484,411071,412324,411864,412006,412782,413923,415141,417223,421416,425921,431565,435642,441976,447152,454511,461154,469070,476227,485036,492862,502050,511536,521478,531325,539388,549318,559090,568524,575039,581709,587463,594763,597822,601187,600549,603767,605827,607362,606803,606372,606449,607496,606777,607403,606408,605785,604365,598204,593993,590113,587730,583650,581367,579716,578725,570815,564489,554360,550576,544061,535821,524747,515557,506204,496469,485311,474023,463700,452312,445779,438271,437317,436612,435993,430258,427682,424293,421004,417755,419702,425662,429953,432855,433054,433350,433834,438320,440422,440717,439756,439363,437625,434273,429419,425374,420816,416966,411828,404182,396185,394588,394802,396568,393345,389174,385583,382389,380681,379191,380081,383979,391554,395159,399502,402012,410612,420793,432071,444106,454141,466862,481445,498773,513325,524005,530689,537797,545798,555801,566394,574057,582596,586533,588871,586343,584101,587916,596203,604740,610129,614047,617370,621687,625936,634760,643306,651685,658921,665183,672460,681745,687772,690447,693584,701051,710787,712874,714884,717317,721236,723100,724737,724141,729988,735990,742328,744497,747527,755904,761425,766026,772471,781265,788522,798350,807446,820279,834397,847602,856013,862832,876074,894143,909731,926200,938166,945767,944511,941362,931139,919684,913448,909367,908223,907539,907646,900625,888971,880651,879413,879616,883811,890110,894878,898526,898123,895980,894889,899247,910363
97545,555,94080,"Zip","CA","CA","South San Francisco","San Francisco-Oakland-Hayward","San Mateo County",245387,244753,244424,243849,243668,243659,243475,243480,243670,244373,245084,245947,247021,248565,250090,251506,253011,254577,256588,258404,260461,262302,264671,267420,270064,272503,274953,277650,280093,282681,285681,289271,292508,295355,297754,299769,302220,305191,308418,311880,314973,318191,321438,324963,329054,333684,338735,343796,348553,353346,358428,363563,370293,378204,385682,391966,398050,404982,412827,421129,429361,436344,442182,446351,448816,449281,450042,451546,452916,454113,453433,452963,451708,453043,455640,460837,466837,474253,481090,486619,491302,493294,497466,500179,503789,505135,505373,506565,506743,507252,507633,511268,516162,523553,528219,534427,541632,550896,561573,569527,576766,582816,591456,599105,606740,613600,621769,632218,642850,650457,656441,662635,675221,686687,695500,701435,708148,714716,722896,725459,727830,728435,733113,736158,734025,732314,731776,733994,733692,731090,730036,732203,734914,737296,736578,736027,736771,737029,736188,733203,729232,726334,717357,705166,688170,676816,661762,654150,639483,627841,612328,599225,589140,578531,566660,554029,546119,540018,538907,528173,523197,516879,517758,514532,509252,505624,508733,517448,524072,525843,524376,526513,527793,529174,526596,529996,534052,538460,537616,533749,529976,524960,521226,520746,519498,516983,512787,506960,501418,497453,496312,498033,496853,498669,500865,502287,506119,513319,521962,531294,541383,548133,553875,553712,561789,573103,587077,598503,609382,616263,626764,633778,643774,655001,666477,679675,688109,691771,691714,695141,696447,701912,703237,706830,707750,710358,715182,722603,725618,733172,745273,755523,768279,776082,790540,804383,816783,823712,829133,830564,841119,847355,851144,853990,853342,858676,855357,855173,854927,860140,862218,872948,878399,887908,888312,890736,894891,898923,906378,911522,922251,937368,960978,980944,996925,1002702,1015545,1029382,1048029,1062737,1075612,1087913,1092453,1091477,1080288,1065819,1051522,1046060,1037239,1039603,1047046,1056398,1059244,1053395,1056669,1058960,1066960,1076988,1089521,1099525,1110756,1111822,1106117,1100579,1100891,1108647
97567,592,94112,"Zip","CA","CA","San Francisco","San Francisco-Oakland-Hayward","San Francisco County",239911,239400,239047,238349,237676,237270,236822,236995,237204,238005,238595,239465,240634,242210,243993,245869,248203,250677,253634,256386,259449,262265,265822,269439,272668,275596,278386,281544,284869,287997,291165,293854,296813,299367,301836,304113,307018,310339,313691,316866,319730,323295,327265,331784,336256,341122,346331,351940,358039,363787,370332,376533,383644,390288,397160,403851,410708,418410,426930,436379,444650,452458,458052,464021,468385,472099,473829,475559,478415,480078,480402,478636,478597,478089,479233,480137,484589,490207,496968,503870,507767,511882,514993,519406,522207,527276,532960,539042,539684,540823,543513,548366,552473,555371,560570,567547,578110,587323,595659,602727,612459,621714,630741,637225,648382,661863,675754,687016,694497,704784,713024,722562,730422,738752,746591,753493,760572,767360,770684,774384,777683,777711,777103,776427,780385,784432,786188,787645,786347,783369,780956,780054,780061,783599,787206,793326,793188,793437,792329,792145,789094,783343,779625,769985,760616,744932,736717,725711,718816,704225,690532,678764,672018,666476,657271,647658,639095,629848,620292,608562,599589,595439,595017,588490,580027,575464,575869,582633,586176,594179,594615,598246,598125,599556,593717,592900,591627,590163,585911,578092,572414,564797,561017,558135,553884,547670,545940,545181,545351,542640,540909,540803,540954,544482,548609,550005,551442,554980,562574,571008,580902,592617,602465,610678,621789,625135,631713,639516,657973,676942,690771,703622,710760,716263,720213,729711,736847,752227,763242,775847,778864,777813,777946,774098,775819,779191,793214,800421,805148,812000,823059,836862,843083,853709,867905,887162,904225,916233,916290,922221,933111,938362,935852,923942,924017,920464,913151,903609,899746,905237,916227,923781,926843,928071,930024,939954,951152,964492,979873,995204,1009573,1015904,1024600,1030605,1037998,1045614,1064689,1081482,1095758,1111753,1126403,1137890,1139293,1143579,1144750,1145266,1145307,1145546,1141218,1137487,1139713,1141581,1142172,1136994,1136619,1138132,1142399,1148675,1155219,1162083,1166910,1171210,1172096,1172698,1175121,1184228
97549,600,94087,"Zip","CA","CA","Sunnyvale","San Jose-Sunnyvale-Santa Clara","Santa Clara County",367814,367276,367129,367208,367865,369053,369828,370894,372096,374412,377700,381225,385243,389361,393921,398270,402184,406072,410795,416287,421787,426062,430134,434893,438773,442643,446162,450839,456005,460386,465439,469609,475162,479955,482629,483715,486281,490762,495225,496916,498994,502480,506385,509581,511143,515738,522723,532192,541192,549448,558168,570855,584078,600866,616670,635994,655086,672564,690355,705042,719025,727756,735341,739006,740067,733776,725930,717113,709906,701108,689197,679916,671745,670475,671414,674011,679113,684719,692290,695481,697251,700460,705537,707415,707792,707613,706759,704676,698615,695884,693716,696022,700461,703832,707841,713508,722392,729483,734889,743010,754378,767815,778238,789054,797327,809461,822408,835952,847988,859793,878299,891830,904137,908275,916456,923084,929900,933312,934971,937465,941128,944719,939388,936212,934194,939581,942066,940352,942726,945516,949273,952323,952401,955840,961511,965207,967874,967360,972455,980184,987646,990122,988918,980432,969332,953412,943370,942005,942494,939723,931754,928533,919596,913625,908744,918524,932216,949453,948675,947416,944535,953192,957927,953893,953178,958544,970964,975257,978848,981799,999716,1005005,1009137,995978,992290,994248,1004459,1007338,996790,985539,976376,969982,963720,960413,953709,958030,959500,965795,960155,953640,959741,961206,963462,958487,958171,966449,982175,997249,1012614,1024116,1039507,1056813,1075759,1097778,1119854,1139920,1160691,1180370,1205611,1228649,1243702,1250626,1255013,1268989,1272399,1289252,1306887,1337236,1349466,1356765,1357900,1365136,1384317,1406795,1437523,1458715,1485320,1497347,1504402,1509309,1531381,1547853,1565612,1569502,1575789,1584964,1595673,1603195,1606421,1611477,1621055,1624855,1624725,1632572,1628477,1632417,1622757,1625802,1617131,1622349,1627263,1639518,1647655,1661478,1670471,1681098,1695578,1717123,1748333,1788298,1839136,1887270,1933942,1978770,2023836,2064826,2103488,2134844,2180180,2214697,2244040,2222248,2187339,2143003,2111263,2072692,2026022,1982537,1945567,1933214,1933426,1931025,1917594,1898790,1896781,1898765,1903796,1912681,1928642,1944800,1961293,1964330,1953792,1949828,1956992,1989431
97548,649,94086,"Zip","CA","CA","Sunnyvale","San Jose-Sunnyvale-Santa Clara","Santa Clara County",251110,250527,250484,250353,250765,251540,252557,253838,254942,256610,258894,261414,264429,267745,271449,275073,278158,280843,283429,286421,289851,292599,295444,298785,301361,303847,305648,308354,311680,315393,319425,322777,326978,331221,333833,335149,337184,340418,343614,345316,346725,348688,351015,353455,355105,358101,362661,368915,375336,381251,387585,396406,406842,419920,432788,447285,460887,473461,485979,496747,507034,514157,520945,524587,525473,521322,516377,510821,506058,500176,492714,486710,480962,479783,480396,483115,487664,492447,497764,500256,501864,504203,507472,508721,509785,510410,509545,507215,502228,499655,497570,498843,502082,505154,508717,513288,519485,523895,528083,533670,541442,549796,556985,564486,570734,579340,588298,597725,606002,615483,629009,639950,650232,656367,664538,671645,677493,681504,683985,687627,691721,694784,691294,689069,687529,690135,690635,687538,688638,688587,690275,689961,688406,688722,691163,692966,693665,692270,693766,696860,698904,698122,694339,686526,676915,664346,655257,651664,650701,648095,643351,642234,637175,634045,631512,639301,649553,662869,663597,662943,659935,664923,669830,668229,669730,673900,683299,685567,686798,686911,697882,701175,704666,695402,687899,684532,687839,689233,681571,673475,668011,661142,654698,650213,646115,650063,652360,657716,652607,647051,650196,652853,655577,660595,667671,679981,691747,702800,715733,726111,741132,758016,774628,791439,807158,817709,829512,841021,857843,873418,883008,888184,889712,895937,895449,905036,915599,934469,940662,943312,944235,950806,965948,981105,1001474,1014465,1034085,1043238,1050892,1056099,1072956,1086422,1100182,1102655,1106091,1113245,1123422,1132087,1135896,1141540,1150749,1157835,1162968,1173795,1174815,1181000,1179231,1186376,1186688,1195825,1205676,1218723,1225844,1234560,1239667,1248965,1262737,1281762,1306130,1337557,1376823,1415919,1452782,1490888,1529475,1565714,1599137,1622447,1651874,1675755,1698065,1686601,1662049,1630423,1606292,1576985,1542922,1512023,1487980,1480822,1476207,1468210,1451640,1439995,1439436,1442698,1448371,1457283,1472237,1488083,1504173,1513767,1521005,1534861,1558287,1594051
