month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201804,94061,"redwood city, ca",NULL,1567550,-0.0779,0.0212,13,0.1818,-0.1875,15.5,-0.0882,-0.2955,20,0,0,0,NULL,NULL,0,-1,-1,20,-0.0909,-0.2593,982.8923245,0.0026,0.0765,1600,0,-0.0857,1540823,-0.0952,-0.0262,33,0,-0.2326,1.5385,-0.4615,-0.149
201804,94110,"san francisco, ca",NULL,1362050,0.0905,-0.1207,37,0.0571,-0.0976,18,-0.28,-0.3793,40,0.1111,0.25,0,NULL,NULL,4,-0.5,0,30,-0.0323,-0.1667,926.4900662,0.0459,-0.0469,1200,0.0435,-0.0833,1665944,0.1837,-0.022,67,0.0152,-0.1299,0.8108,-0.0749,-0.0672
201804,94546,"castro valley, ca",NULL,783550,0.1194,0.0897,21,0.2353,-0.087,19.5,-0.1522,-0.1522,40,0.6667,0,0,NULL,NULL,4,NULL,0,32,0.1429,-0.2889,494.7098581,0.0494,0.0884,1601,0.1227,0.1211,813773,0.0404,0.0536,53,0.1778,-0.2206,1.5238,-0.1232,-0.4327
201804,94402,"san mateo, ca",NULL,1993050,0.1385,0.2079,17,0,0.2143,14,0,-0.1765,32,0.1429,0.6,0,NULL,NULL,0,NULL,NULL,18,0.2,-0.28,999.8735632,0.0539,0.2186,1890,0.1053,0.0216,2060090,0.0976,0.1376,35,0.0938,-0.1026,1.0588,0.1765,-0.7269
201804,94131,"san francisco, ca",NULL,1587550,0.0785,0.2211,29,0.2609,-0.0645,15.5,0.0333,-0.2619,36,0.2857,0.125,0,NULL,NULL,0,NULL,-1,28,0.12,0.037,866.1667875,0.0318,-0.0317,1430,-0.037,0.1495,1953094,-0.0767,0.0294,57,0.1875,-0.0172,0.9655,-0.1214,0.0945
201804,94577,"san leandro, ca",*,648550,0.031,0.0844,23,-0.303,-0.0417,22,-0.12,NULL,28,-0.2222,-0.5,0,NULL,NULL,0,NULL,NULL,43,0.1622,-0.1731,485.0444624,0,0.2153,1237,0,-0.081,673077,0.0174,0.1334,66,-0.0571,-0.1316,1.8696,0.7484,-0.2971
201804,94518,"concord, ca",NULL,662550,-0.0519,-0.0341,25,-0.0741,0.1364,14.5,-0.5,-0.2368,44,0.2222,0.2222,0,NULL,NULL,4,0,0,47,0.4242,0.1463,390.6770625,0.0092,0.0497,1705,-0.0877,-0.024,702929,-0.0224,0.0798,72,0.2,0.1429,1.88,0.6578,0.0164
201804,94585,"suisun city, ca",NULL,392500,-0.0065,0.0607,17,0.5455,-0.3462,9,-0.3077,-0.5263,32,1,-0.1111,0,-1,NULL,0,NULL,NULL,11,0.2222,-0.4762,276.3605442,0.0809,0.1926,1412,-0.0908,-0.0843,403826,0.0009,0.0454,28,0.4,-0.4043,0.6471,-0.1711,-0.1606
201804,94542,"hayward, ca",NULL,1044000,-0.1212,0.0492,14,-0.1765,-0.4167,22.5,-0.2969,-0.3571,16,0,-0.3333,0,NULL,-1,0,NULL,NULL,31,-0.0313,0.1481,434.382716,0.1175,0.1645,2682,-0.1715,0.1014,1125664,-0.0215,0.0692,45,-0.0816,-0.1176,2.2143,0.3319,1.0893
201804,94591,"vallejo, ca",NULL,488550,-0.001,0.1102,76,0.0704,0.2258,19,0.0556,-0.24,84,0.2353,0.5,4,NULL,0,20,0.6667,4,41,0.2424,0.3226,273.3479496,0.0113,0.1216,1782,0.0011,-0.0284,494720,0.0026,0.0822,117,0.125,0.2581,0.5395,0.0747,0.0395
201804,94803,"el sobrante, ca",NULL,615050,-0.0065,0.1714,27,-0.0357,-0.0357,20.5,-0.1458,-0.1458,32,0.1429,0.1429,0,NULL,NULL,4,0,0,36,0.125,0.125,341.8184483,0.054,0.1582,1674,-0.0106,0.0515,607274,0.0258,0.1344,63,0.05,0.05,1.3333,0.1905,0.1905
201804,95035,"milpitas, ca",*,1080050,-0.0164,NULL,37,0.48,0.0278,12,0.3333,0.0909,68,0.2143,0.0625,4,0,NULL,0,NULL,-1,58,0.5263,0.1154,644.132965,-0.0025,0.217,1620,0.0588,0.0561,1108514,-0.0385,0.2453,95,0.5079,0.0795,1.5676,0.0476,0.1231
201804,94015,"daly city, ca",NULL,950050,0.0557,0.0239,26,0.5294,0.1818,10.5,-0.0455,-0.3824,48,0.5,0.5,0,NULL,NULL,0,NULL,NULL,47,0.175,-0.0408,653.2360628,-0.0237,0.0462,1430,0.156,-0.0138,1021530,-0.0087,0.1313,73,0.2807,0.0282,1.8077,-0.5452,-0.4196
201804,94566,"pleasanton, ca",NULL,1489950,-0.0061,0.0651,53,0.4324,-0.1017,19.5,-0.1522,-0.1136,80,0.8182,0.0526,0,NULL,-1,8,0,0,49,0,-0.125,569.2195923,0.0212,0.1205,2563,0.0582,-0.1527,1893267,-0.0463,0.0589,102,0.186,-0.113,0.9245,-0.3998,-0.0246
201804,94109,"san francisco, ca",NULL,1349550,0.0078,0.0796,58,-0.0492,-0.0492,42.5,0.25,0.1806,32,0.1429,0,0,NULL,NULL,8,NULL,0,32,0.1429,-0.2195,983.2643175,-0.0661,-0.0379,1067,-0.0247,-0.0344,2052748,-0.0389,0.1305,90,0.0112,-0.1176,0.5517,0.0927,-0.1204
201804,94115,"san francisco, ca",NULL,1779550,0.1871,0.2272,28,-0.0345,-0.0968,34.5,0.1897,0.0781,20,-0.2857,-0.2857,0,NULL,NULL,4,NULL,0,16,-0.4667,-0.2,1093.631093,0.0344,0.0838,1406.5,0.0449,0.0615,3650579,0.1121,0.0538,44,-0.2542,-0.1373,0.5714,-0.4631,-0.0737
201804,94804,"richmond, ca",*,492050,0.1182,NULL,28,-0.0345,-0.2632,15.5,-0.4038,-0.631,40,0.25,0.1111,0,NULL,NULL,4,NULL,NULL,43,0.0488,-0.0851,432.629819,0.0006,0.1174,1180,0.1132,0.173,501701,0.0891,0.1958,71,0.0143,-0.1647,1.5357,0.1219,0.2989
201804,94102,"san francisco, ca",NULL,704050,-0.1189,-0.1518,13,0.4444,0.0833,18,-0.25,-0.3077,12,0.5,0,0,NULL,NULL,0,NULL,NULL,16,0.1429,-0.2381,973.3783525,-0.0242,0.0572,603.5,0.3322,-0.1151,901467,-0.0253,-0.2732,29,0.2609,-0.1212,1.2308,-0.3248,-0.5192
201804,94607,"oakland, ca",*,743550,0.0255,0.095,20,-0.1667,NULL,21.5,0.075,-0.5,24,0.5,0.2,0,NULL,NULL,4,NULL,NULL,35,0.25,0.9444,611.5196078,0.0653,0.0501,1244,-0.0016,0.0073,759623,0.0218,0.0555,55,0.0577,0.3095,1.75,0.5833,1
201804,94602,"oakland, ca",*,948550,0.1172,NULL,16,-0.2,-0.0588,22,0.4667,NULL,24,-0.1429,0.5,0,NULL,NULL,0,NULL,NULL,27,0.4211,0.125,540.626629,0.0016,0.0762,1745.5,0.1438,0.2266,966297,0.1288,0.2842,43,0.1026,0.0488,1.6875,0.7375,0.2757
201804,94552,"castro valley, ca",NULL,1194050,-0.0672,0.0954,20,1.5,0.1111,13,-0.35,-0.5806,24,5,1,0,NULL,NULL,4,NULL,NULL,9,0,-0.4375,508.5107925,-0.1013,0.1333,2294,0.0124,-0.0481,1271119,-0.0273,-0.088,29,0.7059,-0.1471,0.45,-0.675,-0.4389
201804,94596,"walnut creek, ca",NULL,806950,-0.0485,-0.2529,26,0.2381,1,18,-0.2174,-0.1429,44,0.8333,1.75,0,NULL,NULL,4,-0.5,0,29,0.1154,0.6111,558.2605483,0.0509,0.0767,1331.5,-0.0337,-0.3268,883256,-0.0359,-0.1223,55,0.1702,0.7742,1.1154,-0.1227,-0.2692
201804,94601,"oakland, ca",NULL,580000,-0.0086,0.1622,34,0.0625,0.0303,34,0.0968,0.3077,28,0.1667,0,0,NULL,NULL,0,-1,-1,28,0.3333,-0.1765,485.4308443,-0.0052,0.0421,1206,-0.0017,0.1475,598772,-0.0186,0.1019,62,0.1698,-0.0746,0.8235,0.1673,-0.2068
201804,94603,"oakland, ca",NULL,472550,0.0272,0.1816,25,-0.0741,-0.1379,27.5,0.7188,-0.4811,20,-0.375,0,0,NULL,NULL,4,0,0,46,0.15,0.3143,396.5608149,0.0266,0.034,1214,0.0957,0.1158,473427,-0.0012,0.1746,71,0.0597,0.1094,1.84,0.3585,0.6331
201804,94116,"san francisco, ca",*,1472550,0.0907,NULL,13,0,0,13.5,0.5,0.35,16,-0.3333,-0.4286,0,NULL,NULL,4,NULL,NULL,21,0.3125,0.1667,803.8169507,0.0211,0.1873,1791,-0.0006,0.1908,1570492,0.0784,0.354,34,0.1724,0.0968,1.6154,0.3846,0.2308
201804,94960,"san anselmo, ca",NULL,1571550,0.0477,-0.102,21,0.2353,0.3125,20.5,0.025,-0.18,20,0,0.25,0,NULL,NULL,4,0,0,6,0.5,0,631.3533904,-0.0012,-0.08,2652.5,0.0289,0.0289,2011911,0.1341,0.0222,27,0.2857,0.2273,0.2857,0.0504,-0.0893
201804,94590,"vallejo, ca",NULL,399950,0.1426,0.2575,41,0.1714,0.3226,13,-0.4091,-0.4348,48,0.5,0.2,0,-1,NULL,4,NULL,0,15,0.5,-0.0625,275.6803213,0.0127,0.1046,1437.5,-0.0154,0.1472,450039,0.0246,0.276,56,0.2444,0.1915,0.3659,0.0801,-0.1503
201804,94619,"oakland, ca",NULL,774550,-0.0888,0.1064,27,1.25,0.2857,13,-0.6061,-0.2353,32,1.6667,-0.1111,0,NULL,NULL,4,NULL,0,14,-0.3,-0.4615,508.7117298,0.1207,0.144,1470,-0.0766,-0.092,805553,-0.0574,-0.0839,41,0.2813,-0.1277,0.5185,-1.1481,-0.7196
201804,94124,"san francisco, ca",NULL,910050,0.0168,0.1535,26,-0.037,-0.1333,58,0.45,0.9333,12,-0.25,0,0,NULL,NULL,0,NULL,NULL,17,-0.0556,-0.3929,742.917847,0.02,0.1391,1261,0.0404,0.0579,926173,0.042,0.1709,43,-0.0444,-0.2586,0.6538,-0.0128,-0.2795
201804,94122,"san francisco, ca",NULL,1495050,-0.002,0.2584,19,0.1875,0.3571,12,-0.4545,0.2,28,2.5,0.4,0,NULL,NULL,0,-1,NULL,22,-0.0833,0.2222,723.5276091,0.0685,-0.1147,1656.5,0.0101,0.0445,1536107,0.0573,0.1069,41,0.025,0.2813,1.1579,-0.3421,-0.1278
201804,94904,"greenbrae, ca",NULL,2049550,0.0253,-0.1786,19,0.4615,0.0556,22.5,-0.1964,-0.1346,20,0.6667,0.25,0,NULL,NULL,8,NULL,NULL,4,0,-0.4286,820.1902413,0.0337,-0.0266,2650,-0.083,-0.3039,2794823,-0.0291,-0.0099,23,0.3529,-0.08,0.2105,-0.0972,-0.1784
201804,94588,"pleasanton, ca",*,1948994,0.0598,NULL,26,0.1818,-0.3333,32.5,0.3,NULL,40,0.4286,-0.2857,0,NULL,NULL,0,NULL,-1,33,-0.1951,-0.2826,557.7829952,0.0018,0.0785,2804.5,0.1382,0.4093,2113515,0.0492,0.4083,59,-0.0635,-0.3059,1.2692,-0.5944,0.0897
201804,94114,"san francisco, ca",NULL,1877550,0.0316,-0.2637,31,-0.0606,-0.1622,25.5,0.0625,-0.25,28,-0.3636,-0.2222,0,NULL,NULL,4,0,0,32,0.3913,-0.0588,1016.114625,-0.0138,0.136,1367.5,-0.1937,-0.0232,2408120,-0.0662,-0.0996,63,0.125,-0.1127,1.0323,0.3353,0.1133
201804,94526,"danville, ca",NULL,1447494,0.0346,0.1143,69,0.3019,0.3529,24,0,-0.04,76,0.1176,0.2667,0,NULL,NULL,20,0.25,0.6667,48,0.2,-0.2,562.9092534,-0.0009,0.0633,2655.5,0.0017,0.0393,1722831,-0.0037,0.0849,117,0.2581,0.0541,0.6957,-0.0591,-0.4808
201804,94022,"los altos, ca",*,6999050,0.4001,NULL,22,0.2941,-0.2667,30.5,0.22,0.2708,24,0,-0.25,0,NULL,NULL,0,NULL,-1,10,-0.4118,-0.5833,1332.807569,-0.0649,0.1214,5187,0.1656,0.522,7570706,0.2896,0.4396,32,-0.0588,-0.4074,0.4545,-0.5455,-0.3455
201804,94708,"berkeley, ca",NULL,1449550,0.0511,0.3177,15,1.5,0.25,11,0.1,0.1,20,0.6667,0.25,0,NULL,NULL,0,NULL,NULL,9,0,0,665.5544977,-0.0584,0.0909,2327.5,0.0093,0.1839,1627757,0.0665,0.2631,24,0.6,0.1429,0.6,-0.9,-0.15
201804,94556,"moraga, ca",NULL,1449550,0.0143,-0.0106,15,-0.3182,-0.1176,32,0.4545,0.1034,20,-0.1667,0.6667,0,NULL,NULL,4,0,0,22,0.0476,-0.12,531.2753439,0.0473,-0.0735,2695.5,-0.0469,-0.0373,1552914,0.0309,-0.046,37,-0.1395,-0.119,1.4667,0.5121,-0.0039
201804,94583,"san ramon, ca",NULL,1077550,0.1247,0.1224,22,-0.12,-0.5,20,0.3333,-0.1667,48,-0.0769,-0.1429,0,NULL,NULL,4,0,-0.5,45,0,-0.2623,497.0874291,0.0301,0.0652,2159,0.2184,0.0987,1166207,0.0331,-0.0638,67,-0.0429,-0.3619,2.0455,0.2455,0.6591
201804,94112,"san francisco, ca",NULL,1096550,0.0987,0.169,35,0.129,0.2069,21.5,0.1316,-0.0227,40,0.1111,0.1111,0,-1,NULL,0,-1,-1,36,0.2414,0.2857,670.197664,-0.133,0.0928,1313.5,0.0042,-0.0916,1127538,0.0833,0.1301,71,0.1833,0.2456,1.0286,0.0931,0.0631
201804,94564,"pinole, ca",NULL,582500,-0.042,0.013,19,0.4615,-0.1739,15.5,0.0333,0.0333,20,0,-0.2857,0,NULL,NULL,8,1,NULL,23,0.2105,0.2105,389.5374304,-0.0496,0.224,1569.5,0.0436,-0.0901,613285,-0.0089,0.0741,42,0.3125,0,1.2105,-0.251,0.3844
201804,94949,"novato, ca",NULL,1255050,0.0736,0.2613,13,0,0.0833,22,0.2222,1,16,0,-0.2,0,NULL,NULL,4,0,NULL,5,-0.5,-0.2857,484.8744292,0,0.1208,2591,0.0747,0.1265,1261609,0.0763,0.258,18,-0.2174,-0.0526,0.3846,-0.3846,-0.1987
201804,94086,"sunnyvale, ca",NULL,1610045,0.0748,0.2588,15,0.5,0.5,9.5,0.3571,-0.2692,36,0.2857,0.2857,0,NULL,NULL,0,NULL,NULL,31,0.4091,0.2917,1050.588759,0.0719,0.3745,1544.5,-0.0074,0.1032,1596229,0.0195,0.2998,46,0.4375,0.3529,2.0667,-0.1333,-0.3333
201804,94598,"walnut creek, ca",NULL,1124550,0.1533,0.1533,30,0.3636,-0.2308,17.5,-0.2045,-0.1667,44,0.375,-0.0833,0,NULL,NULL,8,1,0,33,0.1379,-0.2143,516.6059174,0.0333,0.1053,2235.5,0.198,0.0691,1228103,0.061,0.2071,63,0.2353,-0.2222,1.1,-0.2182,0.0231
201804,94127,"san francisco, ca",NULL,1699550,-0.1139,0.0655,19,0.9,0.4615,10.5,-0.0455,-0.4474,28,2.5,0.75,0,NULL,NULL,0,NULL,NULL,9,-0.25,-0.4,875.0340136,-0.0151,0.0132,2362,0.1522,0.4263,2274491,-0.0572,0.1375,28,0.2727,0,0.4737,-0.7263,-0.6802
201804,94507,"alamo, ca",NULL,2337550,0.0163,0.1693,37,-0.075,-0.1591,43.5,0.0875,0.1447,24,0,-0.1429,0,NULL,NULL,12,2,-0.25,23,-0.08,-0.1154,582.3995464,0.0001,0.0599,4337.5,-0.089,0.001,4244074,0.0265,0.3215,60,-0.0769,-0.1429,0.6216,-0.0034,0.0307
201804,94954,"petaluma, ca",NULL,687525,-0.0108,0.0276,17,-0.2273,-0.0556,23,0.5333,0.9167,24,-0.1429,-0.1429,0,NULL,NULL,4,0,0,23,0.4375,1.0909,386.5428713,0.0063,0.0498,1756,-0.0674,-0.0792,1110278,0.1384,0.3162,40,0.0526,0.3793,1.3529,0.6257,0.7418
201804,94070,"san carlos, ca",*,1885550,0.0197,NULL,26,0.7333,0.5294,15,0.875,0.25,40,0.1111,0,0,NULL,NULL,0,NULL,NULL,25,-0.1071,-0.2647,983.6028351,-0.01,0.1232,1965,-0.0076,0.213,2025552,0.0337,0.2883,51,0.186,0,0.9615,-0.9051,-1.0385
201804,94920,"belvedere tiburon, ca",NULL,3674550,-0.0201,-0.0802,56,0.0769,-0.0175,50,0.2821,-0.1803,24,0,0.2,0,NULL,NULL,16,0.3333,0.3333,6,-0.25,-0.3333,1073.223976,-0.0494,0.063,3486,0.0749,-0.0846,4806075,-0.0457,0.0813,62,0.0333,-0.0606,0.1071,-0.0467,-0.0508
201804,94947,"novato, ca",NULL,1174550,0.0785,0.3658,25,0.3889,0.3889,13.5,0.2273,0.125,32,0.1429,0.1429,0,NULL,NULL,4,0,0,10,-0.0909,-0.2857,449.9253752,-0.0699,0.0315,2303,-0.0217,0.0574,1176822,0.0033,0.2203,35,0.2069,0.0938,0.4,-0.2111,-0.3778
201804,94509,"antioch, ca",NULL,419999.5,0.05,0.0851,48,0.2,-0.0588,18.5,-0.1957,-0.3393,76,0.1875,0.1875,4,NULL,0,4,0,-0.6667,102,0.0737,0.0625,259.7303047,-0.0084,0.0805,1521.5,0.0798,0.0198,458278,-0.0075,0.1759,150,0.1111,0.0204,2.125,-0.25,0.2426
201804,94544,"hayward, ca",*,675050,0.0714,NULL,33,0.1,-0.1081,11.5,-0.0417,-0.3947,60,0.5,0.1538,0,NULL,-1,0,NULL,NULL,52,0.0833,0.04,483.8636429,0.0361,0.1891,1264,0,0.1236,649518,0.018,0.0855,85,0.0897,-0.023,1.5758,-0.0242,0.2244
201804,94025,"menlo park, ca",NULL,2489550,-0.2445,0.1579,39,0.6957,0.0263,14.5,-0.0333,-0.4423,64,0.6,0.2308,0,NULL,NULL,8,NULL,0,34,0.2593,-0.2093,1219.511382,0.0043,0.1837,2090,-0.0817,0.0696,2900992,-0.1352,0.1486,73,0.46,-0.0988,0.8718,-0.3021,-0.2598
201804,94539,"fremont, ca",NULL,1855494,-0.152,0.336,39,0.1471,-0.5185,14,-0.2632,-0.4167,64,0.3333,-0.3043,0,NULL,NULL,0,NULL,-1,51,0.2439,-0.4396,771.0118764,0.0558,0.1571,2274,-0.2121,0.1893,2278643,-0.1184,0.2482,90,0.2,-0.4767,1.3077,0.1018,0.1842
201804,94404,"san mateo, ca",*,1393494,0.036,NULL,17,0.5455,-0.2917,15,0.6667,0,40,0.6667,0,0,NULL,NULL,0,NULL,NULL,27,-0.1,-0.3077,870.438739,-0.0042,0.1295,1700,0.0366,0.2186,1512336,0.0608,0.2804,44,0.0732,-0.3016,1.5882,-1.139,-0.0368
201804,94030,"millbrae, ca",NULL,1629494,0.0255,0.1411,13,0.0833,-0.35,20,0.1765,0.1111,16,0.3333,-0.3333,0,NULL,NULL,0,NULL,-1,17,0,-0.2917,1033.183679,0.1321,0.2889,1630,-0.0578,-0.1208,1623460,0.0028,0.1412,30,0.0345,-0.3182,1.3077,-0.109,0.1077
201804,94014,"daly city, ca",NULL,864550,-0.0384,0.082,16,0.6,-0.3846,10,-0.6667,-0.5652,28,1.3333,-0.125,0,NULL,NULL,4,NULL,NULL,22,-0.2143,-0.3714,727.8961341,0.0482,0.1949,1225,-0.0041,-0.0926,902471,-0.0804,0.0609,38,0,-0.377,1.375,-1.425,0.0288
201804,94553,"martinez, ca",NULL,654550,0.0472,0.0405,55,0.4865,-0.0678,19,0.1176,-0.1364,64,0.4545,-0.2,0,NULL,-1,12,2,0,54,0.0385,-0.3333,373.952561,-0.0069,0.0283,1700.5,0.0213,-0.0015,772614,0.0819,-0.0317,109,0.2247,-0.2214,0.9818,-0.4236,-0.3911
201804,94563,"orinda, ca",NULL,2027050,-0.0155,-0.1168,44,0.0476,0,34.5,0.5,0.0455,36,0,0.125,0,NULL,NULL,12,0.5,0.5,31,0.1481,0.1481,625.1195,0.0299,0.0201,3296,-0.0012,-0.0596,2124306,0.0104,-0.0237,75,0.087,0.0563,0.7045,0.0617,0.0909
201804,94103,"san francisco, ca",NULL,945605,0.0518,-0.073,26,0,-0.037,27,0.08,-0.129,28,0.75,0.4,0,NULL,NULL,0,NULL,-1,23,-0.0417,0.4375,1146.02699,-0.0585,0.3443,870,0.0296,-0.2308,1216942,0.0434,-0.2081,49,-0.02,0.1395,0.8846,-0.0385,0.292
201804,94501,"alameda, ca",NULL,937744,0.0705,-0.0411,29,-0.0645,-0.2927,23,0.0952,-0.303,32,0,0,0,NULL,NULL,0,-1,-1,36,0.125,0,545.6962502,-0.0882,-0.0027,1595.5,0.232,-0.1362,997103,0.0228,-0.0131,65,0.0317,-0.1558,1.2414,0.2091,0.3633
201804,94019,"half moon bay, ca",NULL,1490050,0.1506,-0.0033,24,0.5,-0.3846,15.5,-0.1842,-0.4259,24,0.2,-0.1429,0,NULL,NULL,4,NULL,NULL,20,0,-0.0909,596.2067911,-0.0294,0.0691,2475,0.3682,-0.0481,1514020,0.0283,0.0165,44,0.2222,-0.2787,0.8333,-0.4167,0.2692
201804,94118,"san francisco, ca",NULL,1800050,-0.0244,0.0011,16,0.0667,0.6,19.5,0.7727,1.1667,24,1,0,0,NULL,NULL,0,-1,NULL,18,0.0588,0.8,1064.697663,0.0164,0.2057,1999,0.2226,0.3291,2618486,0.1943,-0.1917,34,0.0625,0.7,1.125,-0.0083,0.125
201804,94123,"san francisco, ca",NULL,3397550,-0.0818,-0.1911,14,-0.3333,-0.44,31.5,-0.1486,0.0862,16,0,-0.2,0,NULL,NULL,0,-1,-1,10,0.1111,-0.2308,1333.74693,0.0628,0.173,2080,-0.113,0.2214,5276259,-0.2483,-0.0679,24,-0.2,-0.3684,0.7143,0.2857,0.1943
201804,94303,"palo alto, ca",NULL,1225000,0.2249,-0.0569,22,0.2222,0.2222,11.5,0.0455,-0.3947,44,0.5714,0.5714,0,NULL,NULL,0,NULL,NULL,24,-0.2727,0.0435,899.6047067,0.0344,0.1142,1460,0.0355,-0.1884,1952701,0.0392,-0.1043,46,-0.098,0.122,1.0909,-0.7424,-0.1869
201804,94549,"lafayette, ca",NULL,1912050,0.1605,0.2789,43,0.1316,-0.0227,16.5,-0.3654,-0.3889,56,0.2727,0.1667,0,NULL,NULL,4,0,-0.5,45,0.125,-0.1,662.5706476,-0.0264,0.0607,3065.5,0.2208,0.1477,2031470,0.149,0.1851,88,0.1282,-0.0638,1.0465,-0.0061,-0.0899
201804,94108,"san francisco, ca",NULL,1499050,0.5065,0.172,13,0.625,-0.1875,26,-0.1875,-0.2121,0,-1,-1,0,NULL,NULL,4,NULL,0,4,3,-0.3333,1332.871117,0.056,0.206,1089,0.4052,0.6601,1866149,0.27,0.0434,17,0.8889,-0.2273,0.3077,0.1827,-0.0673
201804,94538,"fremont, ca",NULL,1019994,0.0302,0.2446,32,0.6842,-0.1795,11.5,-0.2333,-0.3611,72,0.6364,0.2857,0,NULL,NULL,0,NULL,-1,54,-0.0847,-0.1,682.7950103,0.004,0.1956,1411.5,-0.0116,0.0742,1002406,0.0477,0.2469,86,0.1026,-0.1313,1.6875,-1.4178,0.149
201804,94521,"concord, ca",NULL,663549.5,0.0367,0.0616,42,0.3548,-0.087,18.5,-0.1591,-0.119,64,0.2308,-0.1579,0,NULL,NULL,8,1,0,58,0.0175,-0.0794,375.3888327,-0.0051,0.0843,1701.5,0.0796,-0.0176,688123,0.0459,0.0459,100,0.1364,-0.0826,1.381,-0.4578,0.0114
201804,94401,"san mateo, ca",NULL,1031550,0.0063,0.2458,28,0.037,0.75,34,0.1724,0,40,0.6667,2.3333,0,NULL,NULL,0,-1,NULL,22,0,-0.2903,785.174275,-0.0281,0.1592,1257.5,0.0182,0.1537,953467,-0.0499,0.0426,50,0.0204,0.0638,0.7857,-0.0291,-1.1518
201804,94403,"san mateo, ca",NULL,1511550,-0.0541,0.1416,23,0.3529,0.0952,12.5,0.0417,-0.1667,40,0.25,0.25,0,NULL,NULL,4,NULL,NULL,36,0.3333,0.1613,899.0341374,-0.0281,0.1041,1625,-0.0607,0.1775,1561196,-0.0328,0.2592,59,0.3409,0.1346,1.5652,-0.023,0.089
201804,94133,"san francisco, ca",NULL,1950050,0.1337,-0.2486,18,0.0588,1,26.5,0.3947,0.3947,8,-0.5,-0.3333,0,NULL,NULL,0,NULL,NULL,8,-0.2,0.6,1211.180124,0.1354,-0.0727,1404.5,0.4173,-0.0729,3319316,-0.0258,0.1168,26,-0.037,0.8571,0.4444,-0.1438,-0.1111
201804,94028,"portola valley, ca",NULL,3645050,-0.0772,-0.2387,16,0.6,0.6,24.5,-0.8399,-0.3875,16,1,3,0,NULL,NULL,0,NULL,NULL,7,2.5,0.1667,1348.297491,0.0839,0.0629,3668,-0.0595,-0.2204,5673566,-0.085,-0.2407,23,0.9167,0.4375,0.4375,0.2375,-0.1625
201804,94571,"rio vista, ca",NULL,385050,-0.0103,-0.0253,30,0.3636,-0.0909,25,-0.1379,-0.2857,12,-0.4,-0.4,0,NULL,NULL,4,-0.5,0,14,-0.1765,-0.0667,225.4661416,0.001,0.0758,1681,0.0048,-0.1304,399811,0.009,0.0176,44,0.1282,-0.0833,0.4667,-0.3061,0.0121
201804,94578,"san leandro, ca",NULL,634550,0.0204,0.1093,15,0.25,-0.3478,18.5,-0.0263,-0.3621,24,0.2,0,0,NULL,NULL,0,NULL,-1,17,-0.32,-0.5405,496.5039658,0.0695,0.2154,1298,-0.0878,0.0031,618781,0.046,0.1264,32,-0.1351,-0.4667,1.1333,-0.95,-0.4754
201804,94105,"san francisco, ca",NULL,1935050,-0.0051,0.1416,57,0.0962,0.2128,40.5,0.125,0.0125,16,-0.4286,-0.2,0,NULL,NULL,4,0,-0.5,22,0,0.2222,1502.659574,-0.0052,0.0507,1274.5,-0.0089,0.018,2594536,0.0225,0.1335,79,0.0676,0.2154,0.386,-0.0371,0.003
201804,94561,"oakley, ca",NULL,499549.5,-0.0225,0.0215,51,0.1087,0.2143,20,0.25,-0.3103,60,0,0.1538,0,-1,NULL,4,-0.6667,0,89,0.1711,0.2714,254.2149338,0.0605,0.111,1933,-0.0976,-0.1034,527497,-0.0148,-0.0173,140,0.1475,0.25,1.7451,0.0929,0.0784
201804,94024,"los altos, ca",NULL,3822550,0.0345,0.39,19,0.7273,0.1176,19,0.9,0.1875,28,0,0.1667,0,NULL,NULL,0,NULL,NULL,18,-0.0526,-0.3077,1336.379212,-0.0115,0.2256,3126.5,0.0207,0.1017,4205771,0.0723,0.0756,37,0.2333,-0.1395,0.9474,-0.7799,-0.582
201803,94549,"lafayette, ca",NULL,1647550,0.2092,0.0991,38,0.0857,0.027,26,0.1064,0.7333,44,0.5714,-0.1538,0,NULL,NULL,4,-0.6667,0,40,0.3333,0.2121,680.5651275,0.0387,0.0754,2511,0.1172,-0.0483,1768057,0.1407,-0.0498,78,0.2,0.1143,1.0526,0.1955,0.1607
201803,94010,"burlingame, ca",NULL,4748050,0.101,0.2869,41,0.0789,0.1081,33,0.7368,-0.2235,20,-0.5455,-0.375,0,NULL,NULL,4,NULL,NULL,30,0.7647,-0.1429,1090.225564,0.0016,0.0682,4370,0.1005,0.1989,5581629,-0.006,0.0781,71,0.2909,-0.0139,0.7317,0.2843,-0.2142
