month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
201905,94506,"danville, ca",NULL,1625049.5,-0.0435,-0.045,107,0.163,0.5286,36.5,0.0429,0.058,68,0.4167,0.4167,0,NULL,NULL,24,-0.1429,1,51,0.1087,-0.0377,489.4190834,-0.0171,0.0004,3491,-0.0364,-0.0557,2130779,-0.0574,-0.0619,158,0.1449,0.2846,0.4766,-0.0234,-0.2805
201905,94970,"stinson beach, ca",*,2695050,0.4,NULL,14,1.3333,NULL,17,-0.4333,NULL,8,1,1,0,NULL,NULL,0,NULL,NULL,2,NULL,1,1756.161972,0.5993,0.8896,669,-0.4111,-0.6346,2934881,0.7198,0.5007,16,1.6667,3,0.1429,0.1429,-0.1905
201905,94086,"sunnyvale, ca",NULL,1499525,-0.0003,-0.1122,33,0.0313,0.9412,25.5,0.1087,0.2439,28,-0.2222,0,0,NULL,NULL,16,1,1,25,-0.1071,-0.2424,930.6730622,-0.0481,-0.0781,1384,0.0481,-0.2005,1435102,0.0258,-0.1478,58,-0.0333,0.16,0.7576,-0.1174,-1.1836
201905,94550,"livermore, ca",NULL,936550,-0.0037,-0.0578,102,0.1087,0.5938,26.5,0.1277,0.6061,80,-0.0909,-0.1667,4,NULL,NULL,24,-0.3333,1,67,0.0984,-0.1184,449.6977254,-0.0209,-0.0383,2080.5,0.0087,-0.0296,1188688,-0.0206,-0.7592,169,0.1046,0.2071,0.6569,-0.0062,-0.5306
201905,95620,"dixon, ca",*,495800,0.0092,NULL,36,0.3846,0.0588,19,-0.4795,-0.1739,40,1,0.4286,0,NULL,NULL,12,0.5,2,15,1.1429,0.1538,241.0233482,-0.0253,-0.0227,2062,0.0398,-0.0852,753834,-0.0191,0.0439,51,0.5455,0.0851,0.4167,0.1474,0.0343
201905,94109,"san francisco, ca",NULL,1250050,0.0101,-0.0234,74,-0.0133,0.1385,56.5,0.1649,0.3294,32,-0.2,-0.1111,0,NULL,NULL,12,0.5,0,40,0.1765,0.5385,993.5483871,0.0267,0.0161,1067,0.08,0,2267103,-0.0283,0.1847,114,0.0459,0.2527,0.5405,0.0872,0.1405
201905,94930,"fairfax, ca",NULL,1188050,-0.0431,0.0588,17,0.4167,0.8889,23.5,-0.0784,0.88,16,0.3333,1,0,NULL,NULL,4,NULL,NULL,4,0.3333,-0.2,600.3562465,-0.045,-0.0254,1813,0.0083,0.0128,1285212,-0.0015,0.1475,21,0.4,0.5,0.2353,-0.0147,-0.3203
201905,94102,"san francisco, ca",*,1045050,-0.0581,NULL,14,0.75,NULL,13.5,-0.4375,-0.5645,12,0.5,0.5,0,NULL,NULL,0,NULL,NULL,9,0.2857,-0.5263,1350.97493,0.0105,0.4291,725.5,-0.0663,0.3263,1159144,0.0479,0.326,23,0.5333,-0.2069,0.6429,-0.2321,-1.2571
201905,94526,"danville, ca",NULL,1285050,-0.0093,-0.2419,74,0.1746,0.0571,25,-0.0741,-0.0566,52,-0.1333,-0.1875,0,-1,NULL,28,0.4,0.75,48,-0.2,-0.2258,557.4929859,-0.0072,-0.0236,2281,-0.0174,-0.1801,1434350,-0.0304,-0.2292,122,-0.0081,-0.0758,0.6486,-0.3037,-0.2371
201905,94954,"petaluma, ca",NULL,657050,0.0396,-0.1378,30,0.4286,0.3636,17,0.1724,0.4783,36,0.2857,0.125,0,NULL,NULL,12,2,NULL,18,0.0588,-0.0526,409.4684259,-0.0292,0.0154,1635.5,0.0603,-0.1706,813973,0.1449,-0.3235,48,0.2632,0.1707,0.6,-0.2095,-0.2636
201905,94590,"vallejo, ca",NULL,400050,0.0002,0.0003,64,0,0.4222,26.5,-0.209,0.0816,48,0.0909,0.3333,0,NULL,-1,20,0.25,0.25,20,0.0526,0,313.8357705,0.0979,0.1034,1419,-0.0307,-0.035,441252,0.0527,-0.0442,84,0.012,0.2923,0.3125,0.0156,-0.1319
201905,94603,"oakland, ca",NULL,475050,-0.0104,-0.0286,29,0,0.2609,38.5,0.7907,0.1,16,-0.2,0,0,NULL,NULL,12,0.5,NULL,35,-0.0789,-0.125,410.9081197,0.0559,0.0009,1114,-0.0591,-0.1232,474387,-0.0393,-0.0153,64,-0.0448,0.0159,1.2069,-0.1034,-0.5322
201905,94402,"san mateo, ca",NULL,1943050,0.0959,-0.0856,27,0.35,0.125,18.5,-0.26,0.4231,32,0.1429,0.1429,0,NULL,NULL,4,NULL,NULL,27,0.1739,-0.0357,981.055544,0.0548,0.0048,1915,0.0408,-0.0935,2125828,0.0243,-0.053,54,0.2558,0.0385,1,-0.15,-0.1667
201905,94920,"belvedere tiburon, ca",NULL,3895050,-0.05,0.0746,73,0.2807,0,46,0.1948,0.1646,32,1,-0.2727,0,NULL,NULL,16,0.3333,-0.2,5,0,-0.5833,1037.735412,-0.0334,-0.0206,3405,-0.0506,-0.008,4887225,-0.0679,0.0443,78,0.2581,-0.0824,0.0685,-0.0192,-0.0959
201905,94110,"san francisco, ca",NULL,1347550,-0.078,-0.0368,40,-0.0698,0,21.5,-0.2182,0.3438,40,-0.0909,0,0,NULL,NULL,4,0,0,40,0.0256,0.2903,975.4879148,0.0776,0.0744,1275,-0.1084,0.0879,1826998,-0.3819,0.0183,80,-0.0244,0.1268,1,0.093,0.225
201905,94105,"san francisco, ca",NULL,1980050,0.0206,0.0732,75,0.0563,0.25,44,0.4426,-0.1456,28,0,0.4,0,-1,NULL,4,0,-0.5,29,-0.0645,0.7059,1572.031232,0.0441,0.0836,1273,0.0103,0.0087,2639045,0.0288,0.0436,104,0.0196,0.3506,0.3867,-0.05,0.1033
201905,94509,"antioch, ca",NULL,445450,0.042,0.0732,74,0.1746,0.2982,23.5,-0.1754,0.2703,92,0.4375,0.0455,4,NULL,0,16,0.3333,0.3333,90,0.1842,-0.1743,270.3592474,-0.0252,0.0232,1518,-0.0056,0.0157,433590,0.0108,0.042,164,0.1799,-0.012,1.2162,0.0099,-0.6961
201905,94062,"redwood city, ca",NULL,2995050,0.0088,-0.1435,70,0.2281,0.4583,33.5,-0.0563,0.0308,32,-0.2727,-0.1111,0,NULL,NULL,12,NULL,0.5,25,0,0.1364,1065.071396,0.0382,-0.0608,2745,-0.0886,-0.2581,5018651,-0.0638,-0.2719,95,0.1585,0.3571,0.3571,-0.0815,-0.1012
201905,94904,"greenbrae, ca",*,2495050,0.0617,0.064,33,-0.0571,0.2222,47.5,0.4615,NULL,12,-0.4,-0.4,0,NULL,NULL,12,0,2,10,0.6667,0.25,790.4330839,-0.0627,-0.0077,3199,0.0511,0.1388,3305504,0.0785,0.1571,43,0.0488,0.2286,0.303,0.1316,0.0067
201905,94107,"san francisco, ca",NULL,1431994,0.0918,0.141,37,0.1935,-0.1591,17.5,-0.4068,-0.2553,40,0.4286,0.1111,0,NULL,NULL,8,1,1,31,-0.0313,-0.1842,1079.519682,-0.0008,-0.0033,1190.5,0.0281,0.0696,1534389,0.0707,0.061,68,0.0794,-0.1707,0.8378,-0.1944,-0.0258
201905,94025,"menlo park, ca",NULL,2244050,-0.0617,-0.2698,77,0.1324,0.7907,27.5,-0.0678,0.1,56,-0.0667,0.5556,0,NULL,NULL,20,0.6667,0.6667,39,-0.0488,-0.0714,1233.504491,-0.0193,-0.026,1785,-0.061,-0.2205,2914191,-0.0609,-0.1095,116,0.0642,0.3647,0.5065,-0.0964,-0.4703
201905,94403,"san mateo, ca",NULL,1521550,0.0177,-0.0266,40,0.8182,0.6667,15,-0.3478,-0.0323,40,0.1111,0.25,0,NULL,NULL,8,NULL,1,32,-0.0857,-0.3043,908.8807627,0.0462,-0.0035,1505,0.0101,-0.0652,1437659,0.0231,-0.0879,72,0.2632,0.0286,0.8,-0.7909,-1.1167
201905,94577,"san leandro, ca",NULL,737050,0.0736,0.0712,37,-0.0513,0.9474,32,0.8824,0.1852,28,-0.5333,0.1667,0,NULL,NULL,16,0.3333,NULL,41,0.0789,0.0789,454.7563787,0.0296,-0.0496,1479,0.0061,0.1421,757188,0.063,0.1095,78,0.013,0.3684,1.1081,0.1337,-0.8919
201905,94960,"san anselmo, ca",NULL,1598050,-0.0312,0.0689,28,0.4,0.1667,23,0.3529,-0.1154,20,0,-0.1667,0,NULL,NULL,12,0.5,2,6,-0.4545,0.5,727.4764831,0.0122,0.1115,2465,0.015,-0.0076,1746702,-0.008,-0.1107,34,0.0968,0.2143,0.2143,-0.3357,0.0476
201905,94544,"hayward, ca",*,710000,0.0372,NULL,87,-0.0225,NULL,30.5,-0.0161,NULL,52,-0.1875,0.3,4,0,NULL,20,-0.375,4,70,0.1475,0.0769,437.8800566,-0.0325,-0.0216,1612,0.1102,0.1635,763941,0.0381,0.127,157,0.0467,0.6882,0.8046,0.1192,-1.5168
201905,94568,"dublin, ca",NULL,954700,0.006,-0.0029,130,0,1.1311,28,0.098,0.697,108,-0.069,0.125,0,NULL,-1,44,0.1,4.5,118,0.1683,0.0536,483.5630539,-0.0056,0.0092,2060.5,-0.0151,-0.0151,1037358,-0.5605,0.0089,248,0.0736,0.4335,0.9077,0.1308,-0.9284
201905,94108,"san francisco, ca",NULL,1671550,-0.0449,0.1151,17,-0.0556,-0.1053,52.5,0.5672,0.9091,4,0,-0.5,0,NULL,NULL,0,-1,NULL,5,0.6667,-0.1667,1338.736724,0.0266,0.0743,1426,-0.1828,0.4397,2545500,0.043,-0.1005,22,0.0476,-0.12,0.2941,0.1275,-0.0217
201905,95035,"milpitas, ca",NULL,997442,0.0252,-0.1018,93,0,0.898,29,0.0741,0.871,72,-0.0526,0,4,NULL,0,16,-0.2,3,77,0.2222,0.3276,661.0164524,0.0006,0.0013,1472,0.0159,-0.1379,1157514,0.0557,-0.0367,170,0.0897,0.5888,0.828,0.1505,-0.3557
201905,94601,"oakland, ca",NULL,599050,0,-0.0299,32,0,-0.0588,46,0.4154,0.3529,20,0.25,0,0,NULL,NULL,0,-1,-1,31,0.1071,0.1923,499.7677498,-0.0191,0.0584,1210,0.0689,-0.0385,620686,0.0089,0.0136,63,0.05,0.05,0.9688,0.0938,0.204
201905,94112,"san francisco, ca",NULL,1149950,0.1522,0.1115,31,-0.1622,-0.1622,28,0,0.4737,24,-0.3333,-0.3333,0,NULL,NULL,0,NULL,NULL,29,-0.2368,-0.2927,779.9310065,0.0278,0.128,1324.5,-0.0519,0.0111,1162169,0.0049,0.0135,60,-0.2,-0.2308,0.9355,-0.0915,-0.1726
201905,94510,"benicia, ca",NULL,632500,0.0411,-0.0826,76,0.2258,0.617,32,0.0159,0.5238,48,0.0909,0.5,0,NULL,NULL,36,0.8,0.8,22,-0.0435,0,358.0394501,0,0.0358,1727.5,0.0354,-0.0972,661315,0.0248,-0.0702,98,0.1529,0.4203,0.2895,-0.0815,-0.1786
201905,94116,"san francisco, ca",NULL,1641550,0.1384,0.1488,20,-0.0909,0.1765,22.5,0.2162,0.8,20,-0.1667,-0.1667,0,NULL,NULL,0,NULL,NULL,22,0.1,0.4667,744.7415133,-0.0281,-0.0743,2099.5,0.1162,0.2841,1642676,0.0978,0.1111,42,0,0.3125,1.1,0.1909,0.2176
201905,94564,"pinole, ca",NULL,599050,0.0118,0.0417,19,-0.0952,0.1176,25.5,0.1087,-0.1356,28,0.75,1.3333,0,NULL,NULL,0,-1,-1,22,0.2941,0.2222,394.4896681,0,0.0572,1543,-0.0039,0.1707,593725,0.0127,0.0513,41,0.0789,0.1714,1.1579,0.3484,0.0991
201905,94610,"oakland, ca",NULL,1022550,-0.0092,0.5445,17,-0.0556,0,21.5,0.0488,0.303,20,-0.1667,-0.1667,0,NULL,NULL,4,NULL,NULL,19,-0.1364,-0.1739,639.9436207,0.0158,0.0348,1780.5,0.0128,0.7577,1237557,-0.0424,0.5344,36,-0.1,-0.1,1.1176,-0.1046,-0.2353
201905,94043,"mountain view, ca",NULL,1539566.5,0.0277,-0.121,36,0.1613,0.8,27.5,-0.2763,0.4103,32,0.3333,0,0,NULL,NULL,4,0,NULL,35,-0.1026,0.0938,1009.530142,-0.0195,-0.0705,1388,0.0362,-0.0007,1524510,0.0337,-0.1115,71,0.0143,0.3654,0.9722,-0.2858,-0.6278
201905,94805,"richmond, ca",NULL,614050,0.1391,0.046,13,0.0833,-0.1875,20.5,-0.3971,0.2059,12,0.5,0,0,NULL,NULL,4,0,0,9,-0.25,0,450.4436678,0.0462,-0.0129,1331.5,0.0427,0.0652,622550,0.0226,0.0039,22,-0.0833,-0.12,0.6923,-0.3077,0.1298
201905,94124,"san francisco, ca",NULL,899050,0,-0.0039,40,0.0256,0.2903,34.5,0.4681,-0.2737,16,-0.3333,-0.4286,0,NULL,NULL,4,NULL,0,18,0,0.0588,722.8967406,0.0474,-0.0205,1223,0,-0.0065,957875,-0.0188,0.0354,58,0.0175,0.2083,0.45,-0.0115,-0.0984
201905,94044,"pacifica, ca",NULL,1099900,-0.049,-0.0436,32,0.2308,0.1429,20,-0.2593,0.25,36,0.2857,-0.1818,4,NULL,NULL,4,NULL,NULL,30,0.1111,-0.3333,713.2655293,0.0467,0.0375,1570,-0.0368,-0.027,1143986,0.0314,-0.0766,62,0.1698,-0.1507,0.9375,-0.101,-0.6696
201905,94519,"concord, ca",NULL,597050,-0.0041,-0.0478,18,-0.3077,0.2,29,0.4872,0.871,12,-0.625,-0.4,0,NULL,NULL,12,2,0.5,30,0.1538,0.25,430.3940921,0.064,0.0942,1402.5,-0.0397,-0.0916,619771,0.0215,0.0046,48,-0.0769,0.2308,1.6667,0.6667,0.0667
201905,94560,"newark, ca",*,899494,-0.0006,-0.0421,91,0.046,1.6765,32.5,0.1017,NULL,60,-0.2105,-0.2105,0,-1,NULL,48,0.0909,5,59,0.0351,0.2041,578.4917964,-0.0213,-0.0356,1570,0.0622,0.0519,943217,0.0039,0.0067,150,0.0417,0.8072,0.6484,-0.0068,-0.7928
201905,94027,"atherton, ca",NULL,8900050,-0.0555,-0.2582,29,-0.0645,0.0741,38.5,-0.3304,-0.1444,8,-0.3333,1,0,NULL,NULL,8,1,1,5,0,-0.2857,1555.555556,-0.0332,-0.0033,4799,-0.0776,-0.3982,10400000,-0.1207,-0.2251,34,-0.0556,0,0.1724,0.0111,-0.0868
201905,94801,"richmond, ca",NULL,579994,-0.0373,0.0546,52,0.0833,0.2093,38,-0.1364,-0.0952,20,-0.2857,-0.1667,0,NULL,NULL,4,-0.5,-0.75,29,0.0357,-0.0333,415.580888,-0.0816,0.0356,1507,-0.0059,-0.0675,2802847,2.6866,2.7228,81,0.0658,0.1096,0.5577,-0.0256,-0.14
201905,94559,"napa, ca",NULL,894550,-0.0205,0.217,62,0.3191,0.2653,45.5,-0.1727,0.5167,32,0.3333,0.3333,0,NULL,NULL,28,2.5,6,15,0,0.1538,485.6115108,0.0055,0.0237,1990.5,-0.0199,0.1834,1193855,0.0388,0.2124,77,0.2419,0.2419,0.2419,-0.0772,-0.0234
201905,95476,"sonoma, ca",*,1497550,0.1323,NULL,119,0.2396,NULL,34,0.0303,NULL,56,-0.0667,0.2727,0,NULL,NULL,36,0.2857,0.8,27,0.35,0.125,631.5365929,0.0405,-0.0396,2066.5,0.0379,-0.0691,2185751,0.1304,-0.0598,146,0.2586,0.5532,0.2269,0.0186,-0.116
201905,94301,"palo alto, ca",NULL,4475050,0.1086,0.0412,37,0.1563,0.85,36,0,0.0746,16,-0.2,0.3333,0,NULL,NULL,8,1,NULL,11,0,-0.3125,1719.294056,-0.042,-0.027,2795.5,0.2081,0.2165,6764726,0.1868,0.4908,48,0.1163,0.3333,0.2973,-0.0465,-0.5027
201905,94901,"san rafael, ca",NULL,1355050,-0.0994,-0.1605,67,0.2407,0.0469,34,0.1724,0.2364,36,0.125,-0.3077,0,NULL,NULL,20,0.6667,0,12,-0.2941,-0.2941,601.8847068,-0.0233,0.0036,2242,-0.1161,-0.093,1733333,-0.0364,-0.1328,79,0.1127,-0.0247,0.1791,-0.1357,-0.0865
201905,94530,"el cerrito, ca",NULL,872050,0.0582,-0.0964,19,0.1875,-0.1739,14,-0.4286,-0.125,28,0.4,0,0,NULL,NULL,0,NULL,NULL,18,0.6364,0.0588,508.6320307,-0.0447,0.0349,1884,0.2318,-0.0446,920668,0.0629,-0.0745,37,0.3704,-0.075,0.9474,0.2599,0.2082
201905,94939,"larkspur, ca",NULL,2124550,-0.096,0.0636,13,0.1818,0.8571,27.5,-0.3889,0.0784,4,-0.5,-0.5,0,NULL,NULL,4,0,NULL,4,0,0.3333,979.245283,-0.0102,0.2245,2035,-0.1404,-0.109,2130665,-0.113,0.1372,17,0.1333,0.7,0.3077,-0.0559,-0.1209
201905,94118,"san francisco, ca",*,2770050,0.5013,NULL,19,0.3571,0,16.5,-0.6633,0.5714,20,0.6667,-0.1667,0,NULL,NULL,0,-1,-1,11,-0.3889,-0.2143,918.8769917,-0.1044,-0.0619,2487.5,0.6311,0.3345,5105629,0.5787,1.0241,30,-0.0625,-0.0909,0.5789,-0.7068,-0.1579
201905,94589,"vallejo, ca",*,417050,0.0171,0.057,32,-0.2381,0.4545,53.5,0.4861,NULL,24,0,-0.25,0,NULL,NULL,4,0,0,18,0.0588,0.5,288.1040892,-0.0114,0.0144,1496,0.0535,0.0763,424149,0.0324,0.1088,50,-0.1525,0.4706,0.5625,0.1577,0.017
201905,94002,"belmont, ca",NULL,1737550,-0.0066,-0.031,19,0.2667,0.4615,24.5,-0.1404,1.5789,20,0.25,0,0,NULL,NULL,8,1,NULL,17,0.0625,-0.1905,936.230633,0.0572,0.0272,1905,-0.0972,-0.0593,1850446,0.0073,-0.0111,36,0.1613,0.0588,0.8947,-0.1719,-0.7206
201905,94061,"redwood city, ca",NULL,1665025,-0.0084,-0.0077,36,0.2,0.8947,19.5,-0.025,0.3929,36,0,0.2857,0,NULL,NULL,12,2,NULL,28,0.4,0.0769,897.75,-0.0314,-0.0716,1850.5,0.0428,0.095,1711846,0.009,-0.0508,64,0.28,0.4222,0.7778,0.1111,-0.5906
201905,94563,"orinda, ca",NULL,1797050,-0.0151,0.0254,69,0.38,0.1311,29.5,-0.2237,0.18,48,0.0909,-0.25,0,NULL,NULL,12,0,-0.25,29,0.0741,-0.2368,646.359641,-0.0098,0.0402,3007,-0.004,-0.0342,2004021,0.0018,0.0093,98,0.2727,-0.0101,0.4203,-0.1197,-0.2027
201905,94019,"half moon bay, ca",*,1799050,0.1251,0.2407,30,0.1111,NULL,47,0.1899,0.7091,12,0,-0.25,0,NULL,NULL,4,0,0,12,-0.2941,-0.5385,669.0654874,-0.006,0.0319,2566,0.0896,0.0919,1902187,0.0017,0.1551,42,-0.0455,-0.0667,0.4,-0.2296,-0.9684
201905,94070,"san carlos, ca",NULL,1998050,0.0696,0.0048,26,0.1818,0.2381,22,-0.2,-0.0638,28,0,0.4,0,NULL,NULL,4,0,NULL,26,-0.3158,-0.2121,996.9154879,0.02,0.063,1995,0.0076,-0.005,2176915,0.0666,0.0353,52,-0.1333,-0.037,1,-0.7273,-0.5714
201905,94536,"fremont, ca",NULL,984943.5,0.0103,-0.0042,94,0.2051,0.5932,23.5,-0.1897,0.4242,84,0.2353,-0.125,0,NULL,-1,32,0.1429,1,69,0.0299,-0.3235,648.9831731,0.0415,-0.0514,1494.5,-0.0053,0.0826,989050,0.0031,0.0105,163,0.1241,0.0124,0.734,-0.1249,-0.9948
201905,94520,"concord, ca",NULL,450050,0.103,-0.0702,40,0.25,0.2903,23.5,-0.1455,0.3056,36,0.125,0.2857,0,NULL,-1,16,3,0.3333,35,0.2069,-0.0278,349.6462127,0.003,-0.069,1143,0.0472,-0.0247,437377,-0.0051,-0.089,75,0.2295,0.1194,0.875,-0.0313,-0.2863
201905,94598,"walnut creek, ca",NULL,974050,0.0098,-0.0236,60,0.3333,0.6216,23,-0.08,0,64,0.3333,0.4545,0,NULL,NULL,32,1.6667,3,41,0.3226,0.0789,511.524195,-0.0076,0.0413,1971,0.0025,-0.0262,1132155,0.0008,0.016,101,0.3289,0.3467,0.6833,-0.0056,-0.3437
201905,94702,"berkeley, ca",NULL,899050,-0.0271,-0.0756,15,0.6667,0.3636,12.5,-0.4318,-0.375,16,0.3333,0.3333,0,NULL,NULL,0,NULL,NULL,14,0,0.4,680.711711,-0.0392,-0.0613,1315,0.0004,-0.0034,976641,-0.0453,-0.1119,29,0.2609,0.381,0.9333,-0.6222,0.0242
201905,94531,"antioch, ca",NULL,546263,0.022,0.0524,82,0.0933,0.907,23,-0.098,0.122,72,-0.0526,0,16,3,NULL,16,0,3,82,0.0123,0.038,228.7821859,0.0096,-0.032,2352,-0.0159,0.0799,531903,0.0181,0.0158,164,0.0513,0.3443,1,-0.08,-0.8372
201905,94010,"burlingame, ca",NULL,4193050,0.0535,-0.0076,58,-0.0333,0.0943,37,-0.1957,0.2982,48,0.2,0.0909,0,NULL,NULL,16,1,3,40,0.2121,0.1429,1105.231162,0.0047,-0.0152,3829.5,-0.0075,-0.0271,6495266,0.3243,0.2234,98,0.0538,0.1136,0.6897,0.1397,0.0293
201905,94558,"napa, ca",NULL,899050,0.0645,0.0414,211,0.1989,0.5071,45.5,-0.2417,0.1098,100,0.25,0.1364,0,NULL,NULL,68,0.3077,1.125,72,0.3091,0.6,492.5373134,0.0556,0.0637,1953.5,0.0511,-0.0099,1900978,0.1599,0.0063,283,0.2251,0.5297,0.3412,0.0287,0.0198
201905,94521,"concord, ca",NULL,667500,0.0191,0.009,81,0.3065,0.5577,25,-0.0909,0.5625,84,0.1667,0.1667,4,NULL,NULL,16,-0.3333,-0.2,75,0.2097,0.1029,374.5778831,0.0271,0.0118,1592.5,-0.0538,-0.0304,687159,0.001,-0.0143,156,0.2581,0.3,0.9259,-0.0741,-0.3818
201905,94134,"san francisco, ca",NULL,888050,-0.0117,0.0219,20,-0.0909,0.3333,21.5,0.3871,0.2647,20,-0.2857,0.25,0,NULL,NULL,0,-1,-1,25,0.3889,0.1905,679.3371858,-0.0356,0.0023,1266.5,-0.0004,-0.0201,967283,0.014,0.0214,45,0.125,0.25,1.25,0.4318,-0.15
201905,94608,"emeryville, ca",NULL,699050,-0.0007,0,39,0.0833,0,27.5,0.1458,0.25,28,-0.3636,-0.2222,0,NULL,NULL,8,1,NULL,38,-0.0256,-0.0256,585.8267638,-0.0606,0.024,1164,0.0004,0.0184,735626,-0.0155,0.0447,77,0.0267,-0.0128,0.9744,-0.109,-0.0256
201905,94401,"san mateo, ca",NULL,1000050,-0.0234,0.0588,35,0.6667,0.2963,26.5,0.06,0.2619,36,0.8,0,0,NULL,NULL,4,0,0,23,-0.1481,-0.3429,786.3936032,0.0028,-0.029,1408,-0.0085,0.2217,1068793,0.0138,0.0907,58,0.2083,-0.0645,0.6571,-0.6286,-0.6392
201905,94533,"fairfield, ca",NULL,425050,0.0024,0.0072,121,0.2474,0.4756,28,0.697,0.2444,84,-0.3,-0.087,8,1,1,44,0.8333,0.375,42,0.4483,0.5,247.2563521,0.0114,0.0259,1722,0.0247,-0.0249,448463,-0.002,-0.0166,163,0.2937,0.4818,0.3471,0.0481,0.0056
201905,94122,"san francisco, ca",NULL,1197550,-0.292,-0.1851,15,-0.0625,-0.2105,14.5,-0.0938,0.16,20,0.25,-0.2857,0,NULL,NULL,0,NULL,NULL,15,-0.25,-0.375,877.1131676,0.0913,0.1352,1272.5,-0.3473,-0.3006,1267845,-0.208,-0.1816,30,-0.1667,-0.3023,1,-0.25,-0.2632
201905,94547,"hercules, ca",NULL,644550,0.076,0.0008,39,0.0263,0.0263,27.5,0.1702,0.8333,32,0,-0.2,0,NULL,-1,4,-0.5,NULL,31,-0.1143,-0.3404,330.6008458,0.0288,0.0289,1908,0.1178,-0.0142,610273,0.0075,-0.003,70,-0.0411,-0.1765,0.7949,-0.1262,-0.442
201905,94565,"pittsburg, ca",NULL,469750,0.0069,-0.0313,85,0,0.25,32,0.2075,0.0667,100,0.25,0.5625,4,0,0,20,-0.1667,-0.1667,102,0.0515,0.0625,283.3448514,0.037,0.0183,1611,-0.0518,-0.1085,508902,0.0016,-0.0506,187,0.0275,0.1402,1.2,0.0588,-0.2118
201905,94065,"redwood city, ca",NULL,1697050,-0.0256,0.2712,17,0.4167,1.8333,24.5,-0.3467,1.3333,12,0.5,0,0,NULL,NULL,8,0,NULL,10,0.1111,0.1111,936.5000256,0.0278,0.0995,1895,0.0268,0.2787,1696421,-0.0184,0.2806,27,0.2857,0.8,0.5882,-0.1618,-0.9118
201905,94066,"san bruno, ca",NULL,996550,0.1428,-0.1316,23,-0.0417,0.2778,22.5,-0.0816,0.6071,28,-0.2222,0,0,NULL,NULL,0,-1,NULL,37,0.1935,-0.0513,811.2440962,-0.0318,0.1397,1360,0.2854,-0.0933,978165,0.1564,-0.0851,60,0.0909,0.0526,1.6087,0.317,-0.558
201905,94947,"novato, ca",NULL,824300,0.0126,-0.1542,46,0.0222,0.3529,30,0.3636,0.0714,36,-0.1,0.2857,0,NULL,NULL,20,0.6667,0.6667,26,0.5294,1.6,446.7797243,0.0076,-0.0039,1729.5,0.0501,-0.0148,953379,0.0186,-0.1315,72,0.1613,0.6364,0.5652,0.1874,0.2711
201905,94080,"south san francisco, ca",*,997994,0.0293,-0.0001,26,-0.2353,-0.1333,30.5,0.8485,NULL,32,-0.3846,-0.3333,0,NULL,NULL,4,0,NULL,48,-0.0204,0.2,694.3876411,0.0063,-0.024,1319,-0.0083,-0.0888,981784,-0.0248,-0.0074,74,-0.1084,0.0571,1.8462,0.405,0.5128
201905,94941,"mill valley, ca",NULL,1847550,0.0667,-0.0526,65,0.3,0.2037,21,-0.2881,0.1053,44,0.1,0,0,NULL,NULL,16,0,0,17,0.4167,0.4167,799.7405765,-0.0054,-0.1079,2422,0.0399,0.0992,2244592,0.009,0.047,82,0.3226,0.2424,0.2615,0.0215,0.0393
201905,94585,"suisun city, ca",*,417049.5,-0.0188,NULL,33,0.2692,NULL,19.5,-0.1875,NULL,36,-0.1,0.8,0,-1,NULL,8,1,NULL,19,0.0556,0.1875,258.967045,0.0212,-0.0437,1583.5,-0.0495,0.0501,423895,-0.0306,0.0646,52,0.1818,0.7333,0.5758,-0.1166,-0.5671
201905,94114,"san francisco, ca",NULL,1798550,-0.2495,0.0502,32,0.1034,-0.2558,18.5,0.3704,0.1563,32,-0.2727,-0.2727,0,NULL,NULL,4,NULL,-0.5,27,-0.0357,0.1739,1043.730108,-0.0461,0.063,1920,-0.0239,0.8045,2358552,-0.1357,0.0301,59,0.0351,-0.1061,0.8438,-0.1218,0.3089
201905,94803,"el sobrante, ca",*,582494,0.0281,NULL,37,0.0882,0.3214,29.5,-0.2805,0.7879,32,0.6,-0.1111,0,NULL,NULL,8,0,1,32,0.28,-0.1351,359.3922268,0.0011,0.0603,1548,0.0379,-0.2174,575819,0.0257,-0.1045,69,0.1695,0.0615,0.8649,0.1296,-0.4566
201905,94014,"daly city, ca",NULL,975050,0.0247,0.0845,19,-0.05,0,23.5,0.1463,0.88,12,-0.5,-0.5714,0,NULL,NULL,0,NULL,NULL,24,0.1429,-0.2727,627.7344984,-0.0143,0.0528,1467.5,-0.0164,-0.0355,1006584,0.0345,0.1189,43,0.0488,-0.1731,1.2632,0.2132,-0.4737
