regionname,city,Incr_Per,date,Incr_type,Year
94512,Birds Landing,0.035012281,201808,Incr,2018
94109,San Francisco,0.040762179,201708,Incr,2017
94565,Pittsburg,0.040806205,201708,Incr,2017
94501,Alameda,0.080007241,201708,Incr,2017
94110,San Francisco,0.062054373,201708,Incr,2017
94558,Napa,0.044049337,201708,Incr,2017
94533,Fairfield,0.091744599,201708,Incr,2017
94536,Fremont,0.059414642,201708,Incr,2017
95035,Milpitas,0.080281184,201708,Incr,2017
94544,Hayward,0.077780609,201708,Incr,2017
94568,Dublin,0.038576429,201708,Incr,2017
94509,Antioch,0.12069798,201708,Huge_Incr,2017
94122,San Francisco,0.076840058,201708,Incr,2017
94541,Hayward,0.080275702,201708,Incr,2017
94538,Fremont,0.073854245,201708,Incr,2017
94513,Brentwood,0.074442883,201708,Incr,2017
94587,Union City,0.088011237,201708,Incr,2017
94080,South San Francisco,0.065891931,201708,Incr,2017
94112,San Francisco,0.101365746,201708,Huge_Incr,2017
94087,Sunnyvale,0.09994821,201708,Incr,2017
94086,Sunnyvale,0.127430933,201708,Huge_Incr,2017
94806,San Pablo,0.096384206,201708,Incr,2017
94591,Vallejo,0.068357133,201708,Incr,2017
94553,Martinez,0.056442137,201708,Incr,2017
94015,Daly City,0.070803783,201708,Incr,2017
94115,San Francisco,0.054739414,201708,Incr,2017
94117,San Francisco,0.075071595,201708,Incr,2017
94102,San Francisco,0.021839573,201708,Incr,2017
94121,San Francisco,0.051287707,201708,Incr,2017
94611,Oakland,0.07829213,201708,Incr,2017
94550,Livermore,0.043846395,201708,Incr,2017
94577,San Leandro,0.063566542,201708,Incr,2017
94118,San Francisco,0.033008979,201708,Incr,2017
94546,Castro Valley,0.059350452,201708,Incr,2017
94403,San Mateo,0.097600032,201708,Incr,2017
94103,San Francisco,0.015115007,201708,Incr,2017
94590,Vallejo,0.124974076,201708,Huge_Incr,2017
94114,San Francisco,0.080404176,201708,Incr,2017
94107,San Francisco,0.030093527,201708,Incr,2017
94539,Fremont,0.087683914,201708,Incr,2017
94010,Burlingame,0.068385673,201708,Incr,2017
94566,Pleasanton,0.035203836,201708,Incr,2017
94605,Oakland,0.10076535,201708,Huge_Incr,2017
94066,San Bruno,0.062202097,201708,Incr,2017
94601,Oakland,0.127400128,201708,Huge_Incr,2017
94610,Oakland,0.135419238,201708,Huge_Incr,2017
94025,Menlo Park,0.045408736,201708,Incr,2017
95476,Sonoma,0.036808235,201708,Incr,2017
94901,San Rafael,0.084621166,201708,Incr,2017
94606,Oakland,0.134338667,201708,Huge_Incr,2017
94040,Mountain View,0.083544846,201708,Incr,2017
94608,Oakland,0.059121967,201708,Incr,2017
94404,Foster City,0.075818475,201708,Incr,2017
94116,San Francisco,0.100358315,201708,Huge_Incr,2017
94804,Richmond,0.108491808,201708,Huge_Incr,2017
94560,Newark,0.088576327,201708,Incr,2017
94578,San Leandro,0.090728135,201708,Incr,2017
94044,Pacifica,0.0622728,201708,Incr,2017
94123,San Francisco,0.069364776,201708,Incr,2017
94523,Pleasant Hill,0.105299298,201708,Huge_Incr,2017
94303,Palo Alto,0.085184605,201708,Incr,2017
94583,San Ramon,0.043935696,201708,Incr,2017
94954,Petaluma,0.066988989,201708,Incr,2017
94531,Antioch,0.07903527,201708,Incr,2017
94561,Oakley,0.077272627,201708,Incr,2017
95134,San Jose,0.086425557,201708,Incr,2017
94061,Redwood City,0.082388604,201708,Incr,2017
94401,San Mateo,0.138161169,201708,Huge_Incr,2017
94043,Mountain View,0.09898019,201708,Incr,2017
94131,San Francisco,0.042945223,201708,Incr,2017
94014,Daly City,0.057698263,201708,Incr,2017
94520,Concord,0.121102888,201708,Huge_Incr,2017
94133,San Francisco,0.057767853,201708,Incr,2017
94941,Mill Valley,0.054879204,201708,Incr,2017
94526,Danville,0.033553658,201708,Incr,2017
94588,Pleasanton,0.035658518,201708,Incr,2017
94070,San Carlos,0.075367224,201708,Incr,2017
94903,San Rafael,0.062395218,201708,Incr,2017
94602,Oakland,0.079667837,201708,Incr,2017
94063,Redwood City,0.093929409,201708,Incr,2017
94306,Palo Alto,0.092683758,201708,Incr,2017
94510,Benicia,0.054315038,201708,Incr,2017
94607,Oakland,0.082448006,201708,Incr,2017
94555,Fremont,0.048860272,201708,Incr,2017
94134,San Francisco,0.119380738,201708,Huge_Incr,2017
94530,El Cerrito,0.102388829,201708,Huge_Incr,2017
94549,Lafayette,0.063120336,201708,Incr,2017
94002,Belmont,0.071521216,201708,Incr,2017
94596,Walnut Creek,0.060291838,201708,Incr,2017
94559,Napa,0.046000837,201708,Incr,2017
94124,San Francisco,0.093466538,201708,Incr,2017
94132,San Francisco,0.096961716,201708,Incr,2017
94598,Walnut Creek,0.058621475,201708,Incr,2017
94609,Oakland,0.089211429,201708,Incr,2017
94402,San Mateo,0.085841713,201708,Incr,2017
94545,Hayward,0.090054939,201708,Incr,2017
94062,Redwood City,0.049851088,201708,Incr,2017
94585,Suisun City,0.077960588,201708,Incr,2017
94518,Concord,0.069044725,201708,Incr,2017
94595,Walnut Creek,0.059856399,201708,Incr,2017
94603,Oakland,0.094267425,201708,Incr,2017
94619,Oakland,0.051753072,201708,Incr,2017
94801,Richmond,0.159350263,201708,Huge_Incr,2017
94612,Oakland,0.054876247,201708,Incr,2017
94589,Vallejo,0.096943226,201708,Incr,2017
94621,Oakland,0.133120221,201708,Huge_Incr,2017
94580,San Lorenzo,0.08699142,201708,Incr,2017
94704,Berkeley,0.095348739,201708,Incr,2017
94947,Novato,0.050593147,201708,Incr,2017
94803,El Sobrante,0.16895275,201708,Huge_Incr,2017
94030,Millbrae,0.064962673,201708,Incr,2017
94085,Sunnyvale,0.111101879,201708,Huge_Incr,2017
94703,Berkeley,0.072788459,201708,Incr,2017
94547,Hercules,0.008980926,201708,Incr,2017
94089,Sunnyvale,0.07629826,201708,Incr,2017
94506,Danville,0.050364725,201708,Incr,2017
94706,Albany,0.100781165,201708,Huge_Incr,2017
94024,Los Altos,0.082480904,201708,Incr,2017
94105,San Francisco,-0.012553371,201708,Decr,2017
94702,Berkeley,0.126790254,201708,Huge_Incr,2017
94301,Palo Alto,0.048133145,201708,Incr,2017
94127,San Francisco,0.103516979,201708,Huge_Incr,2017
95620,Dixon,0.053153024,201708,Incr,2017
94022,Los Altos,0.067772809,201708,Incr,2017
94618,Oakland,0.118179337,201708,Huge_Incr,2017
94563,Orinda,0.045120091,201708,Incr,2017
94108,San Francisco,0.039421509,201708,Incr,2017
94564,Pinole,0.070759703,201708,Incr,2017
94949,Novato,0.04862316,201708,Incr,2017
94579,San Leandro,0.072612922,201708,Incr,2017
94945,Novato,0.041598615,201708,Incr,2017
94019,Half Moon Bay,0.046782223,201708,Incr,2017
94705,Berkeley,0.106320062,201708,Huge_Incr,2017
94503,American Canyon,0.085711645,201708,Incr,2017
94960,San Anselmo,0.061408283,201708,Incr,2017
94920,Tiburon,0.129689181,201708,Huge_Incr,2017
94965,Sausalito,0.064602868,201708,Incr,2017
94507,Alamo,0.055818434,201708,Incr,2017
94556,Moraga,0.091623751,201708,Incr,2017
94709,Berkeley,0.109217097,201708,Huge_Incr,2017
94571,Rio Vista,0.065509833,201708,Incr,2017
94805,Richmond,0.118273132,201708,Huge_Incr,2017
94707,Berkeley,0.121818251,201708,Huge_Incr,2017
94904,Kentfield,0.061084911,201708,Incr,2017
94502,Alameda,0.078073599,201708,Incr,2017
94542,Hayward,0.069996902,201708,Incr,2017
94517,Clayton,0.044807938,201708,Incr,2017
94065,Redwood City,0.0552909,201708,Incr,2017
94552,Castro Valley,0.035276154,201708,Incr,2017
94708,Berkeley,0.05350094,201708,Incr,2017
94305,Stanford,0.084266573,201708,Incr,2017
94925,Corte Madera,0.056244204,201708,Incr,2017
94930,Fairfax,0.093997509,201708,Incr,2017
94939,Larkspur,0.076176399,201708,Incr,2017
94710,Berkeley,0.105720316,201708,Huge_Incr,2017
94572,Rodeo,0.133555011,201708,Huge_Incr,2017
94028,Portola Valley,-0.060596691,201708,Decr,2017
94304,Palo Alto,0.049833343,201708,Incr,2017
94027,Atherton,0.085703559,201708,Incr,2017
94111,San Francisco,0.033605886,201708,Incr,2017
94038,Moss Beach,0.064452167,201708,Incr,2017
94005,Brisbane,0.051801219,201708,Incr,2017
94535,Fairfield,0.041358269,201708,Incr,2017
94525,Crockett,0.100201191,201708,Huge_Incr,2017
95002,San Jose,0.078910924,201708,Incr,2017
94973,Woodacre,0.070168043,201708,Incr,2017
94586,Sunol,0.008689548,201708,Incr,2017
94933,Lagunitas,0.02252769,201708,Incr,2017
94104,San Francisco,0.013391646,201708,Incr,2017
94528,Diablo,0.057030128,201708,Incr,2017
94970,Stinson Beach,0.193745551,201708,Huge_Incr,2017
94514,Byron,0.080583954,201708,Incr,2017
94963,San Geronimo,0.017044519,201708,Incr,2017
94938,Lagunitas,-0.009542481,201708,Decr,2017
94946,Nicasio,0.04966838,201708,Incr,2017
94592,Vallejo,0.068401832,201708,Incr,2017
94964,San Quentin,0.105299795,201708,Huge_Incr,2017
95140,East Foothills,0.123978326,201708,Huge_Incr,2017
94512,Birds Landing,0.048076943,201708,Incr,2017
94109,San Francisco,-0.02426066,201608,Decr,2016
94565,Pittsburg,0.075818336,201608,Incr,2016
94501,Alameda,0.089048673,201608,Incr,2016
94110,San Francisco,0.000697654,201608,Incr,2016
94558,Napa,0.074434184,201608,Incr,2016
94533,Fairfield,0.129355113,201608,Huge_Incr,2016
94536,Fremont,0.109232841,201608,Huge_Incr,2016
95035,Milpitas,0.072487897,201608,Incr,2016
94544,Hayward,0.11789097,201608,Huge_Incr,2016
94568,Dublin,0.073891727,201608,Incr,2016
94509,Antioch,0.064324331,201608,Incr,2016
94122,San Francisco,0.056709084,201608,Incr,2016
94541,Hayward,0.104522456,201608,Huge_Incr,2016
94538,Fremont,0.09788024,201608,Incr,2016
94513,Brentwood,0.096073438,201608,Incr,2016
94587,Union City,0.07773994,201608,Incr,2016
94080,South San Francisco,0.063141563,201608,Incr,2016
94112,San Francisco,0.018538891,201608,Incr,2016
94087,Sunnyvale,0.025765885,201608,Incr,2016
94086,Sunnyvale,0.065691739,201608,Incr,2016
94806,San Pablo,0.088368077,201608,Incr,2016
94591,Vallejo,0.11447997,201608,Huge_Incr,2016
94553,Martinez,0.133513189,201608,Huge_Incr,2016
94015,Daly City,0.080589564,201608,Incr,2016
94115,San Francisco,-0.002994215,201608,Decr,2016
94117,San Francisco,0.011220398,201608,Incr,2016
94102,San Francisco,-0.008831459,201608,Decr,2016
94121,San Francisco,0.047128434,201608,Incr,2016
94611,Oakland,0.143159819,201608,Huge_Incr,2016
94550,Livermore,0.054554138,201608,Incr,2016
94577,San Leandro,0.114644894,201608,Huge_Incr,2016
94118,San Francisco,0.031671754,201608,Incr,2016
94546,Castro Valley,0.097676463,201608,Incr,2016
94403,San Mateo,0.061257201,201608,Incr,2016
94103,San Francisco,-0.017139024,201608,Decr,2016
94590,Vallejo,0.160276961,201608,Huge_Incr,2016
94114,San Francisco,0.021377144,201608,Incr,2016
94107,San Francisco,0.01441416,201608,Incr,2016
94539,Fremont,0.08930443,201608,Incr,2016
94010,Burlingame,0.079858939,201608,Incr,2016
94566,Pleasanton,0.072096823,201608,Incr,2016
94605,Oakland,0.11981098,201608,Huge_Incr,2016
94066,San Bruno,0.075463511,201608,Incr,2016
94601,Oakland,0.172510115,201608,Huge_Incr,2016
94610,Oakland,0.235791403,201608,Huge_Incr,2016
94025,Menlo Park,0.03241307,201608,Incr,2016
95476,Sonoma,0.072857802,201608,Incr,2016
94901,San Rafael,0.046659019,201608,Incr,2016
94606,Oakland,0.163156327,201608,Huge_Incr,2016
94040,Mountain View,0.029147192,201608,Incr,2016
94608,Oakland,0.151073824,201608,Huge_Incr,2016
94404,Foster City,0.052925138,201608,Incr,2016
94116,San Francisco,0.056843989,201608,Incr,2016
94804,Richmond,0.152638627,201608,Huge_Incr,2016
94560,Newark,0.098622187,201608,Incr,2016
94578,San Leandro,0.105243733,201608,Huge_Incr,2016
94044,Pacifica,0.065776215,201608,Incr,2016
94123,San Francisco,0.006515785,201608,Incr,2016
94523,Pleasant Hill,0.092147307,201608,Incr,2016
94303,Palo Alto,0.01957427,201608,Incr,2016
94583,San Ramon,0.055305492,201608,Incr,2016
94954,Petaluma,0.081423228,201608,Incr,2016
94531,Antioch,0.049522813,201608,Incr,2016
94561,Oakley,0.102083705,201608,Huge_Incr,2016
95134,San Jose,0.083063053,201608,Incr,2016
94061,Redwood City,0.068413736,201608,Incr,2016
94401,San Mateo,0.04546147,201608,Incr,2016
94043,Mountain View,0.071967348,201608,Incr,2016
94131,San Francisco,0.029950944,201608,Incr,2016
94014,Daly City,0.07808157,201608,Incr,2016
94520,Concord,0.049054459,201608,Incr,2016
94133,San Francisco,-0.004177778,201608,Decr,2016
94941,Mill Valley,0.0201323,201608,Incr,2016
94526,Danville,0.080579384,201608,Incr,2016
94588,Pleasanton,0.068617885,201608,Incr,2016
94070,San Carlos,0.042687241,201608,Incr,2016
94903,San Rafael,0.04637693,201608,Incr,2016
94602,Oakland,0.086915478,201608,Incr,2016
94063,Redwood City,0.061626005,201608,Incr,2016
94306,Palo Alto,0.007743086,201608,Incr,2016
94510,Benicia,0.085856657,201608,Incr,2016
94607,Oakland,0.182255454,201608,Huge_Incr,2016
94555,Fremont,0.096277703,201608,Incr,2016
94134,San Francisco,0.002036176,201608,Incr,2016
94530,El Cerrito,0.121392777,201608,Huge_Incr,2016
94549,Lafayette,0.117851436,201608,Huge_Incr,2016
94002,Belmont,0.045948918,201608,Incr,2016
94596,Walnut Creek,0.106677017,201608,Huge_Incr,2016
94559,Napa,0.066238598,201608,Incr,2016
94124,San Francisco,0.050174392,201608,Incr,2016
94132,San Francisco,0.048276462,201608,Incr,2016
94598,Walnut Creek,0.078112684,201608,Incr,2016
94609,Oakland,0.112789816,201608,Huge_Incr,2016
94402,San Mateo,0.034833103,201608,Incr,2016
94545,Hayward,0.126363579,201608,Huge_Incr,2016
94062,Redwood City,0.038026297,201608,Incr,2016
94585,Suisun City,0.130374367,201608,Huge_Incr,2016
94518,Concord,0.068386657,201608,Incr,2016
94595,Walnut Creek,0.091328426,201608,Incr,2016
94603,Oakland,0.172793264,201608,Huge_Incr,2016
94619,Oakland,0.114925822,201608,Huge_Incr,2016
94801,Richmond,0.195946105,201608,Huge_Incr,2016
94612,Oakland,0.194465265,201608,Huge_Incr,2016
94589,Vallejo,0.132606242,201608,Huge_Incr,2016
94621,Oakland,0.174228111,201608,Huge_Incr,2016
94580,San Lorenzo,0.118797303,201608,Huge_Incr,2016
94704,Berkeley,0.142499895,201608,Huge_Incr,2016
94947,Novato,0.032803162,201608,Incr,2016
94803,El Sobrante,0.116057618,201608,Huge_Incr,2016
94030,Millbrae,0.048852128,201608,Incr,2016
94085,Sunnyvale,0.096770325,201608,Incr,2016
94703,Berkeley,0.112200424,201608,Huge_Incr,2016
94547,Hercules,0.029020711,201608,Incr,2016
94089,Sunnyvale,0.106618402,201608,Huge_Incr,2016
94506,Danville,-0.0114224,201608,Decr,2016
94706,Albany,0.066407307,201608,Incr,2016
94024,Los Altos,0.041519774,201608,Incr,2016
94105,San Francisco,-0.022945432,201608,Decr,2016
94702,Berkeley,0.121239464,201608,Huge_Incr,2016
94301,Palo Alto,0.087480229,201608,Incr,2016
94127,San Francisco,0.025342896,201608,Incr,2016
95620,Dixon,0.092823722,201608,Incr,2016
94022,Los Altos,0.017319898,201608,Incr,2016
94618,Oakland,0.131832741,201608,Huge_Incr,2016
94563,Orinda,0.017926048,201608,Incr,2016
94108,San Francisco,0.01857457,201608,Incr,2016
94564,Pinole,0.042312169,201608,Incr,2016
94949,Novato,0.032759888,201608,Incr,2016
94579,San Leandro,0.105296917,201608,Huge_Incr,2016
94945,Novato,0.039940969,201608,Incr,2016
94019,Half Moon Bay,0.066878628,201608,Incr,2016
94705,Berkeley,0.112689837,201608,Huge_Incr,2016
94503,American Canyon,0.058590169,201608,Incr,2016
94960,San Anselmo,0.065593542,201608,Incr,2016
94920,Tiburon,0.062092161,201608,Incr,2016
94965,Sausalito,0.075388966,201608,Incr,2016
94507,Alamo,0.009319247,201608,Incr,2016
94556,Moraga,0.035141785,201608,Incr,2016
94709,Berkeley,0.127030127,201608,Huge_Incr,2016
94571,Rio Vista,0.091474636,201608,Incr,2016
94805,Richmond,0.070025239,201608,Incr,2016
94707,Berkeley,0.116967143,201608,Huge_Incr,2016
94904,Kentfield,0.028363414,201608,Incr,2016
94502,Alameda,0.090676733,201608,Incr,2016
94542,Hayward,0.091568316,201608,Incr,2016
94517,Clayton,0.026276706,201608,Incr,2016
94065,Redwood City,0.06598752,201608,Incr,2016
94552,Castro Valley,0.072998165,201608,Incr,2016
94708,Berkeley,0.130166047,201608,Huge_Incr,2016
94305,Stanford,0.036711847,201608,Incr,2016
94925,Corte Madera,0.058619423,201608,Incr,2016
94930,Fairfax,0.011556811,201608,Incr,2016
94939,Larkspur,0.05940901,201608,Incr,2016
94710,Berkeley,0.086032227,201608,Incr,2016
94572,Rodeo,0.021499885,201608,Incr,2016
94028,Portola Valley,0.074792552,201608,Incr,2016
94304,Palo Alto,-0.029494958,201608,Decr,2016
94027,Atherton,0.067118214,201608,Incr,2016
94111,San Francisco,-0.015317517,201608,Decr,2016
94038,Moss Beach,0.084738461,201608,Incr,2016
94005,Brisbane,0.086953424,201608,Incr,2016
94535,Fairfield,0.101192214,201608,Huge_Incr,2016
94525,Crockett,0.067374923,201608,Incr,2016
95002,San Jose,0.041968637,201608,Incr,2016
94973,Woodacre,-0.01414476,201608,Decr,2016
94586,Sunol,0.088277183,201608,Incr,2016
94933,Lagunitas,0.053223387,201608,Incr,2016
94104,San Francisco,0.015822411,201608,Incr,2016
94528,Diablo,0.018912569,201608,Incr,2016
94970,Stinson Beach,0.155613249,201608,Huge_Incr,2016
94514,Byron,-0.004188582,201608,Decr,2016
94963,San Geronimo,0.055383796,201608,Incr,2016
94938,Lagunitas,0.045811725,201608,Incr,2016
94946,Nicasio,0.127626383,201608,Huge_Incr,2016
94592,Vallejo,0.150236495,201608,Huge_Incr,2016
94964,San Quentin,-0.065012245,201608,Decr,2016
95140,East Foothills,0.009984602,201608,Incr,2016
94512,Birds Landing,0.051126541,201608,Incr,2016
