regionname,city,incr_per,date,incr_type,year,month_date_yyyymm,postal_code,zip_name,active_listing_count_yy,median_days_on_market_yy,new_listing_count_yy,pending_ratio_yy,year-2
94118,San Francisco,0.026820405,201908,Stable_Incr,2019,201907,94118,"san francisco, ca",0.125,0.2881,0,-0.2639,2019
94546,Castro Valley,-0.020817091,201908,Small_Decr,2019,201907,94546,"castro valley, ca",0.6829,0.3902,-0.1333,-0.1297,2019
94403,San Mateo,-0.074598336,201908,High_Decr,2019,201907,94403,"san mateo, ca",0.4615,0.5,-0.1667,-0.8502,2019
94103,San Francisco,0.013081949,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94590,Vallejo,0.017408305,201908,Stable_Incr,2019,201907,94590,"vallejo, ca",-0.0926,0.0278,-0.2727,0.0378,2019
94114,San Francisco,-0.010603717,201908,Small_Decr,2019,201907,94114,"san francisco, ca",-0.04,0,0.2,-0.4117,2019
94107,San Francisco,-0.000241127,201908,Small_Decr,2019,201907,94107,"san francisco, ca",0,0.913,-0.4444,-0.3415,2019
94539,Fremont,-0.021340097,201908,Small_Decr,2019,201907,94539,"fremont, ca",0.5846,0.3091,0,-0.2402,2019
94010,Burlingame,-0.066842008,201908,Moderate_Decr,2019,201907,94010,"burlingame, ca",0.3036,0.0909,0.6,-0.114,2019
94566,Pleasanton,-0.043743642,201908,Small_Decr,2019,201907,94566,"pleasanton, ca",0.4118,0.3433,-0.2143,-0.2978,2019
94605,Oakland,-0.001175493,201908,Small_Decr,2019,201907,94605,"oakland, ca",-0.1795,0.122,0.2667,0.3045,2019
94066,San Bruno,-0.041572717,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94601,Oakland,0.004182054,201908,Stable_Incr,2019,201907,94601,"oakland, ca",0.25,0.3922,-0.1667,0.2143,2019
94610,Oakland,0.045046786,201908,Small_Incr,2019,201907,94610,"oakland, ca",-0.24,0.3438,-0.5714,0.0168,2019
94025,Menlo Park,-0.082356641,201908,High_Decr,2019,201907,94025,"menlo park, ca",0.7,0.4412,0.2857,-0.3574,2019
95476,Sonoma,-0.025809052,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94901,San Rafael,0.022286938,201908,Stable_Incr,2019,201907,94901,"san rafael, ca",0.12,-0.1538,0.2857,0.0193,2019
94606,Oakland,-0.033952422,201908,Small_Decr,2019,201907,94606,"oakland, ca",0.3684,0.4576,-0.3333,-0.2854,2019
94040,Mountain View,-0.126416393,201908,Huge_Decr,2019,201907,94040,"mountain view, ca",0.8182,0.1321,0,-0.85,2019
94608,Oakland,-0.012660738,201908,Small_Decr,2019,201907,94608,"emeryville, ca",0.1395,0.2,0,0.0256,2019
94404,Foster City,-0.071011956,201908,High_Decr,2019,201907,94404,"san mateo, ca",0.4444,0.8039,0,-0.0399,2019
94116,San Francisco,-0.012013266,201908,Small_Decr,2019,201907,94116,"san francisco, ca",0.9286,0.3043,0.25,-0.9392,2019
94804,Richmond,0.015747645,201908,Stable_Incr,2019,201907,94804,"richmond, ca",0.55,0.2075,0.1111,-0.3581,2019
94560,Newark,-0.06899157,201908,Moderate_Decr,2019,201907,94560,"newark, ca",1.0357,0.6053,0,-0.4455,2019
94578,San Leandro,-0.023203583,201908,Small_Decr,2019,201907,94578,"san leandro, ca",0.0968,0.3714,0,0.1262,2019
94044,Pacifica,-0.024342567,201908,Small_Decr,2019,201907,94044,"pacifica, ca",0.75,-0.0976,0.25,-0.2429,2019
94123,San Francisco,0.012170891,201908,Stable_Incr,2019,201907,94123,"san francisco, ca",0.4118,-0.0263,0.5,-0.1887,2019
94523,Pleasant Hill,0.029861897,201908,Stable_Incr,2019,201907,94523,"pleasant hill, ca",0.1304,0.2593,0,-0.3487,2019
94303,Palo Alto,-0.107938848,201908,Huge_Decr,2019,201907,94303,"palo alto, ca",1.1667,0.3585,0,-0.4872,2019
94583,San Ramon,-0.012398783,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94954,Petaluma,-0.025068188,201908,Small_Decr,2019,201907,94954,"petaluma, ca",0.2903,0.4889,-0.125,0.1161,2019
94531,Antioch,0.030634981,201908,Small_Incr,2019,201907,94531,"antioch, ca",0.3562,0.2041,0.25,-0.1486,2019
94561,Oakley,0.00760992,201908,Stable_Incr,2019,201907,94561,"oakley, ca",0.4342,0.25,0.2353,-0.1599,2019
95134,San Jose,-0.142229058,201908,Huge_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94061,Redwood City,-0.048655936,201908,Small_Decr,2019,201907,94061,"redwood city, ca",0.0952,0.8684,-0.4286,0.0538,2019
94401,San Mateo,-0.066846093,201908,Moderate_Decr,2019,201907,94401,"san mateo, ca",-0.0571,0.4063,-0.1667,0.1022,2019
94043,Mountain View,-0.136398007,201908,Huge_Decr,2019,201907,94043,"mountain view, ca",0.5417,0,0.5,-0.143,2019
94131,San Francisco,-0.023022034,201908,Small_Decr,2019,201907,94131,"san francisco, ca",-0.3438,0.5833,-0.375,0.1518,2019
94014,Daly City,-0.06046256,201908,Moderate_Decr,2019,201907,94014,"daly city, ca",0.0952,0.3111,-0.4,0.0186,2019
94520,Concord,0.0131464,201908,Stable_Incr,2019,201907,94520,"concord, ca",-0.0556,0.0794,0.4286,-0.0316,2019
94133,San Francisco,-0.004795729,201908,Small_Decr,2019,201907,94133,"san francisco, ca",0.8235,-0.2328,2,-0.186,2019
94941,Mill Valley,-0.002790299,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94526,Danville,-0.030378764,201908,Small_Decr,2019,201907,94526,"danville, ca",-0.0125,0.082,-0.25,-0.1446,2019
94588,Pleasanton,-0.043089386,201908,Small_Decr,2019,201907,94588,"pleasanton, ca",0.2308,0.0545,0,-0.1863,2019
94070,San Carlos,-0.058219492,201908,Moderate_Decr,2019,201907,94070,"san carlos, ca",0.6875,0.0702,0.2,0.0718,2019
94903,San Rafael,0.002741703,201908,Stable_Incr,2019,201907,94903,"san rafael, ca",0.5758,0.0595,0,-0.0367,2019
94602,Oakland,0.009418977,201908,Stable_Incr,2019,201907,94602,"oakland, ca",0.4,-0.3333,0.3333,0.0571,2019
94063,Redwood City,-0.093939157,201908,High_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94306,Palo Alto,-0.10098237,201908,Huge_Decr,2019,201907,94306,"palo alto, ca",-0.0588,0.5435,0,-0.1397,2019
94510,Benicia,0.010031811,201908,Stable_Incr,2019,201907,94510,"benicia, ca",0.449,0.2424,-0.3636,-0.0532,2019
94607,Oakland,-0.029138707,201908,Small_Decr,2019,201907,94607,"oakland, ca",0.3704,0.069,0.3333,-0.1181,2019
94555,Fremont,-0.041106985,201908,Small_Decr,2019,201907,94555,"fremont, ca",0.5294,0.9063,-0.4167,-0.6086,2019
94134,San Francisco,0.006055319,201908,Stable_Incr,2019,201907,94134,"san francisco, ca",0.1579,0.25,0.4,0.0526,2019
94530,El Cerrito,0.077006971,201908,High_Incr,2019,201907,94530,"el cerrito, ca",-0.0741,-0.4146,0.1667,0.0504,2019
94549,Lafayette,0.01296387,201908,Stable_Incr,2019,201907,94549,"lafayette, ca",0.0962,-0.2386,0.125,0.0061,2019
94002,Belmont,-0.067569692,201908,Moderate_Decr,2019,201907,94002,"belmont, ca",0.6,-0.0357,0.2,-0.4167,2019
94596,Walnut Creek,-0.009648294,201908,Small_Decr,2019,201907,94596,"walnut creek, ca",0.1892,0.1818,0.5,-0.5614,2019
94559,Napa,0.01776047,201908,Stable_Incr,2019,201907,94559,"napa, ca",0.2545,0.1412,0,-0.1136,2019
94124,San Francisco,0.019871522,201908,Stable_Incr,2019,201907,94124,"san francisco, ca",0.3125,0.9836,-0.2,-0.3065,2019
94132,San Francisco,-0.022485938,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94598,Walnut Creek,-0.001789927,201908,Small_Decr,2019,201907,94598,"walnut creek, ca",0.3143,0.5818,0.1111,-0.0379,2019
94609,Oakland,-0.004633575,201908,Small_Decr,2019,201907,94609,"oakland, ca",-0.1667,0.3182,-0.5,0.2222,2019
94402,San Mateo,-0.063960955,201908,Moderate_Decr,2019,201907,94402,"san mateo, ca",0.2727,0.2203,-0.5,-0.9351,2019
94545,Hayward,-0.037570256,201908,Small_Decr,2019,201907,94545,"hayward, ca",0.2258,0.525,-0.125,-0.1282,2019
94062,Redwood City,-0.067806639,201908,Moderate_Decr,2019,201907,94062,"redwood city, ca",0.2449,0.3176,-0.2857,-0.1127,2019
94585,Suisun City,0.021337116,201908,Stable_Incr,2019,201907,94585,"suisun city, ca",0.28,0.0204,0,0.07,2019
94518,Concord,0.001521613,201908,Stable_Incr,2019,201907,94518,"concord, ca",0.0244,0.8,-0.3333,-0.3113,2019
94595,Walnut Creek,0.020003109,201908,Stable_Incr,2019,201907,94595,"walnut creek, ca",-0.2549,-0.1212,0.125,0.5531,2019
94603,Oakland,0.027408126,201908,Stable_Incr,2019,201907,94603,"oakland, ca",-0.2895,0.18,-0.25,0.2904,2019
94619,Oakland,0.001898221,201908,Stable_Incr,2019,201907,94619,"oakland, ca",-0.2903,0.4688,-0.25,0.0836,2019
94801,Richmond,0.046789232,201908,Small_Incr,2019,201907,94801,"richmond, ca",0.4048,-0.0413,0.4,-0.1106,2019
94612,Oakland,-0.012354166,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94589,Vallejo,0.020494127,201908,Stable_Incr,2019,201907,94589,"vallejo, ca",-0.025,-0.1163,0,0.0346,2019
94621,Oakland,0.021304214,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94580,San Lorenzo,-0.041507718,201908,Small_Decr,2019,201907,94580,"san lorenzo, ca",-0.2258,-0.0769,0,-0.0685,2019
94704,Berkeley,0.007961119,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94947,Novato,-0.015064236,201908,Small_Decr,2019,201907,94947,"novato, ca",0.0256,0.0968,-0.25,0.1628,2019
94803,El Sobrante,0.042029788,201908,Small_Incr,2019,201907,94803,"el sobrante, ca",-0.0811,0.0952,-0.5714,0.1717,2019
94030,Millbrae,-0.056739144,201908,Moderate_Decr,2019,201907,94030,"millbrae, ca",0.4375,1.0625,-0.5714,-0.7473,2019
94085,Sunnyvale,-0.135847767,201908,Huge_Decr,2019,201907,94085,"sunnyvale, ca",0,1.6389,-0.8333,0.12,2019
94703,Berkeley,-0.001912523,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94547,Hercules,0.012009761,201908,Stable_Incr,2019,201907,94547,"hercules, ca",0.3243,-0.1455,0,-0.8941,2019
94089,Sunnyvale,-0.164464915,201908,Huge_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94506,Danville,-0.01436644,201908,Small_Decr,2019,201907,94506,"danville, ca",0.3947,0.1481,0.125,-0.1432,2019
94706,Albany,-0.034620033,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94024,Los Altos,-0.090439116,201908,High_Decr,2019,201907,94024,"los altos, ca",1.0667,0,-0.3333,-0.3548,2019
94105,San Francisco,-0.014957779,201908,Small_Decr,2019,201907,94105,"san francisco, ca",0.5085,-0.055,0.8,-0.1365,2019
94702,Berkeley,-0.001973982,201908,Small_Decr,2019,201907,94702,"berkeley, ca",1,-0.1014,2,-0.75,2019
94301,Palo Alto,-0.121368494,201908,Huge_Decr,2019,201907,94301,"palo alto, ca",0.4762,0.5696,-0.3333,-0.0108,2019
94127,San Francisco,-0.04186316,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95620,Dixon,0.02569653,201908,Stable_Incr,2019,201907,95620,"dixon, ca",0.3125,0.1746,0.5,0.0223,2019
94022,Los Altos,-0.111896115,201908,Huge_Decr,2019,201907,94022,"los altos, ca",0.5417,0.3049,0,-0.1926,2019
94618,Oakland,0.040236395,201908,Small_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94563,Orinda,-0.021884566,201908,Small_Decr,2019,201907,94563,"orinda, ca",0.2,0.3294,-0.4286,-0.2367,2019
94108,San Francisco,-0.035202303,201908,Small_Decr,2019,201907,94108,"san francisco, ca",-0.2105,0.416,-1,0.0947,2019
94564,Pinole,0.004493119,201908,Stable_Incr,2019,201907,94564,"pinole, ca",0.625,0.1481,0,-0.274,2019
94949,Novato,-0.00066122,201908,Small_Decr,2019,201907,94949,"novato, ca",1.0435,0.8103,0.3333,-0.1998,2019
94579,San Leandro,-0.027124046,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94945,Novato,-0.007078972,201908,Small_Decr,2019,201907,94945,"novato, ca",-0.0313,0.1159,0,0.1079,2019
94019,Half Moon Bay,-0.047955176,201908,Small_Decr,2019,201907,94019,"half moon bay, ca",0,0.3226,-0.4,-0.2571,2019
94705,Berkeley,0.025718126,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94503,American Canyon,-0.00494369,201908,Small_Decr,2019,201907,94503,"american canyon, ca",-0.0938,-0.3415,0.6667,0.0603,2019
94960,San Anselmo,-0.039287051,201908,Small_Decr,2019,201907,94960,"san anselmo, ca",0.3182,0.8246,0,0.0721,2019
94920,Tiburon,0.019931456,201908,Stable_Incr,2019,201907,94920,"belvedere tiburon, ca",-0.0274,0.1189,0,-0.011,2019
94965,Sausalito,-0.013498247,201908,Small_Decr,2019,201907,94965,"sausalito, ca",0.6522,-0.0737,1,0.0103,2019
94507,Alamo,-0.035989975,201908,Small_Decr,2019,201907,94507,"alamo, ca",0.3019,0.4643,-0.3333,-0.2078,2019
94556,Moraga,0.00628336,201908,Stable_Incr,2019,201907,94556,"moraga, ca",1.2353,0.0139,0.6667,-0.4938,2019
94709,Berkeley,0.008482832,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94571,Rio Vista,0.003725488,201908,Stable_Incr,2019,201907,94571,"rio vista, ca",0.0385,-0.2857,0,-0.0085,2019
94805,Richmond,-0.01112847,201908,Small_Decr,2019,201907,94805,"richmond, ca",-0.2,-0.102,-0.3333,0.11,2019
94707,Berkeley,-0.004189472,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94904,Kentfield,-0.017605594,201908,Small_Decr,2019,201907,94904,"greenbrae, ca",-0.1563,0.09,-0.3333,-0.0451,2019
94502,Alameda,-0.007634314,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94542,Hayward,-0.028493535,201908,Small_Decr,2019,201907,94542,"hayward, ca",-0.3235,0.3846,-0.1667,0.1049,2019
94517,Clayton,0.002749595,201908,Stable_Incr,2019,201907,94517,"clayton, ca",0.6667,0.7049,0,-0.2833,2019
94065,Redwood City,-0.066734493,201908,Moderate_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94552,Castro Valley,-0.028331394,201908,Small_Decr,2019,201907,94552,"castro valley, ca",0.375,-0.0784,1,-0.1193,2019
94708,Berkeley,0.008437405,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94305,Stanford,-0.109298038,201908,Huge_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94925,Corte Madera,-0.010928156,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94930,Fairfax,0.013393521,201908,Stable_Incr,2019,201907,94930,"fairfax, ca",1.3333,1.4783,0,0.119,2019
94939,Larkspur,-0.030744526,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94710,Berkeley,0.01959245,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94572,Rodeo,0.075103091,201908,High_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94028,Portola Valley,-0.047098309,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94304,Palo Alto,-0.108006821,201908,Huge_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94027,Atherton,0.012262101,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94111,San Francisco,-0.031336196,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94038,Moss Beach,-0.059185914,201908,Moderate_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94005,Brisbane,-0.03742966,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94535,Fairfield,0.020153367,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94525,Crockett,0.041399833,201908,Small_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95002,San Jose,-0.148392224,201908,Huge_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94973,Woodacre,0.023671912,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94586,Sunol,-0.02432983,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94933,Lagunitas,0.02230984,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94104,San Francisco,-0.02154492,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94528,Diablo,-0.034522424,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94970,Stinson Beach,0.076437455,201908,High_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94514,Byron,0.021084236,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94963,San Geronimo,0.003781075,201908,Stable_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94938,Lagunitas,0.043824397,201908,Small_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94946,Nicasio,0.046056001,201908,Small_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94592,Vallejo,0.054041921,201908,Moderate_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94964,San Quentin,-0.030314805,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95140,East Foothills,-0.005455389,201908,Small_Decr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94512,Birds Landing,0.107546325,201908,Huge_Incr,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94109,San Francisco,0.054813461,201808,Moderate_Incr,2018,201807,94109,"san francisco, ca",-0.0161,0.3649,-0.2857,-0.0405,2018
94565,Pittsburg,0.085172726,201808,High_Incr,2018,201807,94565,"pittsburg, ca",0.0988,-0.3387,0.4444,-0.8496,2018
94501,Alameda,0.119965023,201808,Huge_Incr,2018,201807,94501,"alameda, ca",-0.1538,0.1818,-0.4615,0.0373,2018
94110,San Francisco,0.101678323,201808,Huge_Incr,2018,201807,94110,"san francisco, ca",0.0476,-0.1389,1.25,-0.1537,2018
94558,Napa,0.05939466,201808,Moderate_Incr,2018,201807,94558,"napa, ca",0.2067,0.0111,0.1905,-0.1104,2018
94533,Fairfield,0.091342709,201808,High_Incr,2018,201807,94533,"fairfield, ca",0.5915,0.5909,0.0588,-0.3185,2018
94536,Fremont,0.205083992,201808,Huge_Incr,2018,201807,94536,"fremont, ca",0.5745,-0.4655,0.7333,-0.7234,2018
95035,Milpitas,0.244769408,201808,Huge_Incr,2018,201807,95035,"milpitas, ca",1.6,0.15,0.5833,-1.1846,2018
94544,Hayward,0.147601558,201808,Huge_Incr,2018,201807,94544,"hayward, ca",-0.1373,0,0.0769,0.053,2018
94568,Dublin,0.108815432,201808,Huge_Incr,2018,201807,94568,"dublin, ca",0.5294,-0.16,0.4211,-0.5317,2018
94509,Antioch,0.168982792,201808,Huge_Incr,2018,201807,94509,"antioch, ca",0.3462,-0.1458,0.1667,-0.4011,2018
94122,San Francisco,0.143647967,201808,Huge_Incr,2018,201807,94122,"san francisco, ca",0.7143,-0.4706,1,-0.5238,2018
94541,Hayward,0.133801965,201808,Huge_Incr,2018,201807,94541,"hayward, ca",0.3448,-0.3333,0.3125,-0.58,2018
94538,Fremont,0.212959271,201808,Huge_Incr,2018,201807,94538,"fremont, ca",0.8378,0.1111,-0.0556,-0.7691,2018
94513,Brentwood,0.07875131,201808,High_Incr,2018,201807,94513,"brentwood, ca",-0.0643,-0.1111,-0.2188,-0.0074,2018
94587,Union City,0.189777838,201808,Huge_Incr,2018,201807,94587,"union city, ca",0.6154,-0.2273,0.2,-0.8107,2018
94080,South San Francisco,0.193512609,201808,Huge_Incr,2018,201807,94080,"south san francisco, ca",0.0303,-0.5714,0.1538,-0.664,2018
94112,San Francisco,0.14337362,201808,Huge_Incr,2018,201807,94112,"san francisco, ca",0.0526,0.0833,-0.3,-0.3053,2018
94087,Sunnyvale,0.242660899,201808,Huge_Incr,2018,201807,94087,"sunnyvale, ca",1.25,-0.2083,0.375,-1.8611,2018
94086,Sunnyvale,0.260956356,201808,Huge_Incr,2018,201807,94086,"sunnyvale, ca",2.8333,-0.2931,0.5,-1.6159,2018
94806,San Pablo,0.085365988,201808,High_Incr,2018,201807,94806,"san pablo, ca",-0.1702,0,-0.1818,-0.042,2018
94591,Vallejo,0.100103114,201808,Huge_Incr,2018,201807,94591,"vallejo, ca",0.023,0.2609,-0.2632,-0.0331,2018
94553,Martinez,0.084062982,201808,High_Incr,2018,201807,94553,"martinez, ca",0.0843,-0.1613,-0.0526,-0.3139,2018
94015,Daly City,0.169784453,201808,Huge_Incr,2018,201807,94015,"daly city, ca",-0.0625,-0.1,-0.6429,-0.3771,2018
94115,San Francisco,0.132427906,201808,Huge_Incr,2018,201807,94115,"san francisco, ca",0.1154,0,0.3333,0.1698,2018
94117,San Francisco,0.137283857,201808,Huge_Incr,2018,201807,94117,"san francisco, ca",0.2,0.3036,0,0,2018
94102,San Francisco,0.059661257,201808,Moderate_Incr,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94121,San Francisco,0.117048242,201808,Huge_Incr,2018,201807,94121,"san francisco, ca",0.4,-0.4231,0.3333,-0.1619,2018
94611,Oakland,0.084874208,201808,High_Incr,2018,201807,94611,"oakland, ca",0.0385,-0.1207,0,-0.1218,2018
94550,Livermore,0.109171075,201808,Huge_Incr,2018,201807,94550,"livermore, ca",0.1143,0.0769,0.1429,0.0132,2018
94577,San Leandro,0.120974678,201808,Huge_Incr,2018,201807,94577,"san leandro, ca",0.129,-0.3269,0.2222,-0.3576,2018
94118,San Francisco,0.162186077,201808,Huge_Incr,2018,201807,94118,"san francisco, ca",0.7778,0.0172,2,-0.2361,2018
94546,Castro Valley,0.113260789,201808,Huge_Incr,2018,201807,94546,"castro valley, ca",0.2059,0.1389,0.6667,-0.9261,2018
94403,San Mateo,0.16157811,201808,Huge_Incr,2018,201807,94403,"san mateo, ca",0.5294,0.3333,-0.1429,-0.3077,2018
94103,San Francisco,0.104673613,201808,Huge_Incr,2018,201807,94103,"san francisco, ca",-0.1622,-0.2667,0.75,0.1099,2018
94590,Vallejo,0.142177925,201808,Huge_Incr,2018,201807,94590,"vallejo, ca",0.2558,0.3846,0,-0.0947,2018
94114,San Francisco,0.084087158,201808,High_Incr,2018,201807,94114,"san francisco, ca",-0.1071,-0.3293,0,0.12,2018
94107,San Francisco,0.06032851,201808,Moderate_Incr,2018,201807,94107,"san francisco, ca",0,-0.2333,0.125,-0.2195,2018
94539,Fremont,0.169517575,201808,Huge_Incr,2018,201807,94539,"fremont, ca",0.0833,-0.2361,-0.1429,-0.3218,2018
94010,Burlingame,0.177114219,201808,Huge_Incr,2018,201807,94010,"burlingame, ca",-0.125,0.0233,-0.4444,0.0134,2018
94566,Pleasanton,0.150755344,201808,Huge_Incr,2018,201807,94566,"pleasanton, ca",0.1333,0.0152,0.5556,-0.0314,2018
94605,Oakland,0.120935583,201808,Huge_Incr,2018,201807,94605,"oakland, ca",0.0833,-0.1458,0.25,-0.1934,2018
94066,San Bruno,0.202495611,201808,Huge_Incr,2018,201807,94066,"san bruno, ca",0.08,-0.6607,0.25,-0.6889,2018
94601,Oakland,0.12890363,201808,Huge_Incr,2018,201807,94601,"oakland, ca",-0.3913,-0.3108,-0.25,0.0124,2018
94610,Oakland,0.13484963,201808,Huge_Incr,2018,201807,94610,"oakland, ca",0.087,-0.0588,0.1667,-0.367,2018
94025,Menlo Park,0.201204848,201808,Huge_Incr,2018,201807,94025,"menlo park, ca",0.4815,-0.15,1.3333,-0.7194,2018
95476,Sonoma,0.082726514,201808,High_Incr,2018,201807,95476,"sonoma, ca",-0.0333,-0.3333,0.2,-0.0238,2018
94901,San Rafael,0.046488172,201808,Small_Incr,2018,201807,94901,"san rafael, ca",0.0204,0.3684,0.4,-0.0473,2018
94606,Oakland,0.112963179,201808,Huge_Incr,2018,201807,94606,"oakland, ca",0.1176,0.7353,-0.4,-0.192,2018
94040,Mountain View,0.23386892,201808,Huge_Incr,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94608,Oakland,0.107469225,201808,Huge_Incr,2018,201807,94608,"emeryville, ca",0.0238,0,-0.1,-0.0426,2018
94404,Foster City,0.159761698,201808,Huge_Incr,2018,201807,94404,"san mateo, ca",0.9286,-0.1207,0.6,-1.037,2018
94116,San Francisco,0.124591247,201808,Huge_Incr,2018,201807,94116,"san francisco, ca",-0.0667,-0.0417,-0.2,0.1095,2018
94804,Richmond,0.133232789,201808,Huge_Incr,2018,201807,94804,"richmond, ca",-0.0909,-0.0536,0.125,-0.1955,2018
94560,Newark,0.215358316,201808,Huge_Incr,2018,201807,94560,"newark, ca",0.8667,-0.2083,0.2,-0.8071,2018
94578,San Leandro,0.128584256,201808,Huge_Incr,2018,201807,94578,"san leandro, ca",0.4091,-0.2045,0,-0.824,2018
94044,Pacifica,0.178429311,201808,Huge_Incr,2018,201807,94044,"pacifica, ca",-0.2857,-0.0682,0,-0.0571,2018
94123,San Francisco,0.147005025,201808,Huge_Incr,2018,201807,94123,"san francisco, ca",-0.32,-0.1364,-0.5,-0.0329,2018
94523,Pleasant Hill,0.132578611,201808,Huge_Incr,2018,201807,94523,"pleasant hill, ca",0.0455,0.2273,-0.3333,-0.0237,2018
94303,Palo Alto,0.209526741,201808,Huge_Incr,2018,201807,94303,"palo alto, ca",-0.1,0.3947,-0.375,-0.2,2018
94583,San Ramon,0.073735551,201808,High_Incr,2018,201807,94583,"san ramon, ca",-0.3864,-0.1774,0.1111,-0.2719,2018
94954,Petaluma,0.076442254,201808,High_Incr,2018,201807,94954,"petaluma, ca",0.1071,0.5,-0.2,-0.2304,2018
94531,Antioch,0.120130668,201808,Huge_Incr,2018,201807,94531,"antioch, ca",0.6591,-0.0577,0.3333,-0.859,2018
94561,Oakley,0.063939849,201808,Moderate_Incr,2018,201807,94561,"oakley, ca",0.5833,0,0.2143,-0.6118,2018
95134,San Jose,0.282790081,201808,Huge_Incr,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94061,Redwood City,0.153195803,201808,Huge_Incr,2018,201807,94061,"redwood city, ca",0.5,-0.3667,0.4,-0.4048,2018
